Patient County,Service year,Disposition,Encounters,AnnotationCode,AnnotationDesc
Sonoma,2015,Other,154,,
Sonoma,2015,Prison/Jail,444,,
Sonoma,2015,Psychiatric_Care,1676,,
Sonoma,2015,Rehab,56,,
Sonoma,2015,Residential Care facility,105,,
Sonoma,2015,Routine (Home),140021,,
Sonoma,2015,Skilled Nursing/Intermediate Care (SN/IC),525,,
Stanislaus,2015,Acute Care,2800,,
Stanislaus,2015,Childrens_or_Cancer,73,,
Stanislaus,2015,Critical Access Hospital,23,,
Stanislaus,2015,Died,253,,
Stanislaus,2015,Home Health Service,525,,
Stanislaus,2015,Hospice_Care,99,,
Stanislaus,2015,Invalid or Blank,344,,
Stanislaus,2015,Left Against Medical Advice,8579,,
Stanislaus,2015,Not_Defined_Elsewhere,457,,
Stanislaus,2015,Other,87,,
Stanislaus,2015,Prison/Jail,87,,
Stanislaus,2015,Psychiatric_Care,4619,,
Stanislaus,2015,Rehab,78,,
Stanislaus,2015,Residential Care facility,60,,
Stanislaus,2015,Routine (Home),231334,,
Stanislaus,2015,Skilled Nursing/Intermediate Care (SN/IC),851,,
Sutter,2015,Acute Care,101,,
Sutter,2015,Childrens_or_Cancer,195,,
Sutter,2015,Critical Access Hospital,3,,
Sutter,2015,Died,47,,
Sutter,2015,Home Health Service,247,,
Sutter,2015,Hospice_Care,4,,
Sutter,2015,Invalid or Blank,29,,
Sutter,2015,Left Against Medical Advice,1263,,
Sutter,2015,Not_Defined_Elsewhere,70,,
Sutter,2015,Other,4,,
Sutter,2015,Prison/Jail,279,,
Sutter,2015,Psychiatric_Care,51,,
Sutter,2015,Rehab,1,,
Sutter,2015,Residential Care facility,40,,
Sutter,2015,Routine (Home),28695,,
Sutter,2015,Skilled Nursing/Intermediate Care (SN/IC),35,,
Tehama,2015,Acute Care,542,,
Tehama,2015,Childrens_or_Cancer,2,,
Tehama,2015,Critical Access Hospital,1,,
Tehama,2015,Died,28,,
Tehama,2015,Home Health Service,37,,
Tehama,2015,Hospice_Care,11,,
Tehama,2015,Left Against Medical Advice,891,,
Tehama,2015,Not_Defined_Elsewhere,2,,
Tehama,2015,Other,1,,
Tehama,2015,Prison/Jail,267,,
Tehama,2015,Psychiatric_Care,326,,
Tehama,2015,Rehab,4,,
Tehama,2015,Routine (Home),29270,,
Tehama,2015,Skilled Nursing/Intermediate Care (SN/IC),54,,
Trinity,2015,Acute Care,214,,
Trinity,2015,Critical Access Hospital,213,,
Trinity,2015,Died,6,,
Trinity,2015,Home Health Service,4,,
Trinity,2015,Hospice_Care,2,,
Trinity,2015,Invalid or Blank,1,,
Trinity,2015,Left Against Medical Advice,74,,
Trinity,2015,Not_Defined_Elsewhere,33,,
Trinity,2015,Other,13,,
Trinity,2015,Prison/Jail,3,,
Trinity,2015,Psychiatric_Care,8,,
Trinity,2015,Rehab,2,,
Trinity,2015,Routine (Home),5408,,
Trinity,2015,Skilled Nursing/Intermediate Care (SN/IC),16,,
Tulare,2015,Acute Care,1737,,
Tulare,2015,Childrens_or_Cancer,418,,
Tulare,2015,Critical Access Hospital,14,,
Tulare,2015,Died,237,,
Tulare,2015,Home Health Service,60,,
Tulare,2015,Hospice_Care,68,,
Tulare,2015,Invalid or Blank,5,,
Tulare,2015,Left Against Medical Advice,5223,,
Tulare,2015,Not_Defined_Elsewhere,361,,
Tulare,2015,Other,12,,
Tulare,2015,Prison/Jail,703,,
Tulare,2015,Psychiatric_Care,747,,
Tulare,2015,Rehab,29,,
Tulare,2015,Residential Care facility,85,,
Tulare,2015,Routine (Home),154557,,
Tulare,2015,Skilled Nursing/Intermediate Care (SN/IC),473,,
Tuolumne,2015,Acute Care,785,,
Tuolumne,2015,Childrens_or_Cancer,13,,
Tuolumne,2015,Critical Access Hospital,1,,
Tuolumne,2015,Died,40,,
Tuolumne,2015,Home Health Service,93,,
Tuolumne,2015,Hospice_Care,8,,
Tuolumne,2015,Invalid or Blank,4,,
Tuolumne,2015,Left Against Medical Advice,459,,
Tuolumne,2015,Not_Defined_Elsewhere,12,,
Tuolumne,2015,Other,2,,
Tuolumne,2015,Prison/Jail,193,,
Tuolumne,2015,Psychiatric_Care,162,,
Tuolumne,2015,Rehab,1,,
Tuolumne,2015,Residential Care facility,4,,
Tuolumne,2015,Routine (Home),24383,,
Tuolumne,2015,Skilled Nursing/Intermediate Care (SN/IC),57,,
Ventura,2015,Acute Care,2993,,
Ventura,2015,Childrens_or_Cancer,26,,
Ventura,2015,Critical Access Hospital,98,,
Ventura,2015,Died,231,,
Ventura,2015,Home Health Service,511,,
Ventura,2015,Hospice_Care,93,,
Ventura,2015,Invalid or Blank,6,,
Ventura,2015,Left Against Medical Advice,7206,,
Ventura,2015,Not_Defined_Elsewhere,747,,
Ventura,2015,Other,104,,
Ventura,2015,Prison/Jail,1991,,
Ventura,2015,Psychiatric_Care,2138,,
Ventura,2015,Rehab,48,,
Ventura,2015,Residential Care facility,57,,
Ventura,2015,Routine (Home),221897,,
Ventura,2015,Skilled Nursing/Intermediate Care (SN/IC),1159,,
Yolo,2015,Acute Care,644,,
Yolo,2015,Childrens_or_Cancer,15,,
Yolo,2015,Critical Access Hospital,59,,
Yolo,2015,Died,59,,
Yolo,2015,Home Health Service,241,,
Yolo,2015,Hospice_Care,46,,
Yolo,2015,Invalid or Blank,80,,
Yolo,2015,Left Against Medical Advice,353,,
Yolo,2015,Not_Defined_Elsewhere,210,,
Yolo,2015,Other,107,,
Yolo,2015,Prison/Jail,318,,
Yolo,2015,Psychiatric_Care,378,,
Yolo,2015,Rehab,6,,
Yolo,2015,Residential Care facility,5,,
Yolo,2015,Routine (Home),56180,,
Yolo,2015,Skilled Nursing/Intermediate Care (SN/IC),327,,
Yuba,2015,Acute Care,84,,
Yuba,2015,Childrens_or_Cancer,217,,
Yuba,2015,Critical Access Hospital,4,,
Yuba,2015,Died,40,,
Yuba,2015,Home Health Service,282,,
Yuba,2015,Hospice_Care,3,,
Yuba,2015,Invalid or Blank,28,,
Yuba,2015,Left Against Medical Advice,1584,,
Yuba,2015,Not_Defined_Elsewhere,89,,
Yuba,2015,Other,6,,
Yuba,2015,Prison/Jail,212,,
Yuba,2015,Psychiatric_Care,49,,
Yuba,2015,Rehab,3,,
Yuba,2015,Residential Care facility,11,,
Yuba,2015,Routine (Home),28734,,
Yuba,2015,Skilled Nursing/Intermediate Care (SN/IC),42,,
Alameda,2016,Acute Care,4267,,
Alameda,2016,Childrens_or_Cancer,422,,
Alameda,2016,Critical Access Hospital,111,,
Alameda,2016,Died,690,,
Alameda,2016,Home Health Service,2185,,
Alameda,2016,Hospice_Care,363,,
Alameda,2016,Invalid or Blank,252,,
Alameda,2016,Left Against Medical Advice,6290,,
Alameda,2016,Not_Defined_Elsewhere,1738,,
Alameda,2016,Other,141,,
Alameda,2016,Prison/Jail,2649,,
Alameda,2016,Psychiatric_Care,6446,,
Alameda,2016,Rehab,177,,
Alameda,2016,Residential Care facility,361,,
Alameda,2016,Routine (Home),464980,,
Alameda,2016,Skilled Nursing/Intermediate Care (SN/IC),3422,,
Alpine,2016,Acute Care,2,,
Alpine,2016,Left Against Medical Advice,1,,
Alpine,2016,Prison/Jail,1,,
Alpine,2016,Psychiatric_Care,1,,
Alpine,2016,Routine (Home),89,,
Amador,2016,Acute Care,349,,
Amador,2016,Childrens_or_Cancer,2,,
Amador,2016,Critical Access Hospital,12,,
Amador,2016,Died,19,,
Amador,2016,Home Health Service,57,,
Amador,2016,Hospice_Care,11,,
Amador,2016,Invalid or Blank,1,,
Amador,2016,Left Against Medical Advice,172,,
Amador,2016,Not_Defined_Elsewhere,321,,
Amador,2016,Prison/Jail,367,,
Amador,2016,Psychiatric_Care,136,,
Amador,2016,Rehab,1,,
Amador,2016,Residential Care facility,29,,
Amador,2016,Routine (Home),18426,,
Amador,2016,Skilled Nursing/Intermediate Care (SN/IC),69,,
Butte,2016,Acute Care,1021,,
Butte,2016,Childrens_or_Cancer,14,,
Butte,2016,Critical Access Hospital,2,,
Butte,2016,Died,144,,
Butte,2016,Home Health Service,46,,
Butte,2016,Hospice_Care,14,,
Butte,2016,Invalid or Blank,5,,
Butte,2016,Left Against Medical Advice,2084,,
Butte,2016,Not_Defined_Elsewhere,14,,
Butte,2016,Other,4,,
Butte,2016,Prison/Jail,633,,
Butte,2016,Psychiatric_Care,970,,
Butte,2016,Rehab,3,,
Butte,2016,Residential Care facility,163,,
Butte,2016,Routine (Home),85296,,
Butte,2016,Skilled Nursing/Intermediate Care (SN/IC),247,,
Calaveras,2016,Acute Care,635,,
Calaveras,2016,Childrens_or_Cancer,2,,
Calaveras,2016,Critical Access Hospital,4,,
Calaveras,2016,Died,19,,
Calaveras,2016,Home Health Service,34,,
Calaveras,2016,Hospice_Care,5,,
Calaveras,2016,Invalid or Blank,1,,
Calaveras,2016,Left Against Medical Advice,430,,
Calaveras,2016,Not_Defined_Elsewhere,52,,
Calaveras,2016,Other,1,,
Calaveras,2016,Prison/Jail,109,,
Calaveras,2016,Psychiatric_Care,112,,
Calaveras,2016,Rehab,4,,
Calaveras,2016,Residential Care facility,2,,
Calaveras,2016,Routine (Home),18136,,
Calaveras,2016,Skilled Nursing/Intermediate Care (SN/IC),64,,
Colusa,2016,Acute Care,209,,
Colusa,2016,Childrens_or_Cancer,17,,
Colusa,2016,Died,10,,
Colusa,2016,Home Health Service,20,,
Colusa,2016,Hospice_Care,1,,
Colusa,2016,Invalid or Blank,2,,
Colusa,2016,Left Against Medical Advice,136,,
Colusa,2016,Not_Defined_Elsewhere,4,,
Colusa,2016,Other,3,,
Colusa,2016,Prison/Jail,85,,
Colusa,2016,Psychiatric_Care,20,,
Colusa,2016,Residential Care facility,4,,
Colusa,2016,Routine (Home),6363,,
Colusa,2016,Skilled Nursing/Intermediate Care (SN/IC),28,,
Contra Costa,2016,Acute Care,3888,,
Contra Costa,2016,Childrens_or_Cancer,147,,
Contra Costa,2016,Critical Access Hospital,84,,
Contra Costa,2016,Died,427,,
Contra Costa,2016,Home Health Service,2258,,
Contra Costa,2016,Hospice_Care,371,,
Contra Costa,2016,Invalid or Blank,253,,
Contra Costa,2016,Left Against Medical Advice,5628,,
Contra Costa,2016,Not_Defined_Elsewhere,884,,
Contra Costa,2016,Other,201,,
Contra Costa,2016,Prison/Jail,1216,,
Contra Costa,2016,Psychiatric_Care,2273,,
Contra Costa,2016,Rehab,87,,
Contra Costa,2016,Residential Care facility,265,,
Contra Costa,2016,Routine (Home),365149,,
Contra Costa,2016,Skilled Nursing/Intermediate Care (SN/IC),3878,,
Del Norte,2016,Acute Care,310,,
Del Norte,2016,Childrens_or_Cancer,4,,
Del Norte,2016,Critical Access Hospital,25,,
Del Norte,2016,Died,31,,
Del Norte,2016,Home Health Service,50,,
Del Norte,2016,Hospice_Care,12,,
Del Norte,2016,Left Against Medical Advice,246,,
Del Norte,2016,Not_Defined_Elsewhere,51,,
Del Norte,2016,Prison/Jail,64,,
Del Norte,2016,Psychiatric_Care,74,,
Del Norte,2016,Rehab,3,,
Del Norte,2016,Residential Care facility,7,,
Del Norte,2016,Routine (Home),15573,,
Del Norte,2016,Skilled Nursing/Intermediate Care (SN/IC),105,,
El Dorado,2016,Acute Care,1355,,
El Dorado,2016,Childrens_or_Cancer,32,,
El Dorado,2016,Critical Access Hospital,13,,
El Dorado,2016,Died,84,,
El Dorado,2016,Home Health Service,200,,
El Dorado,2016,Hospice_Care,38,,
El Dorado,2016,Invalid or Blank,2,,
El Dorado,2016,Left Against Medical Advice,739,,
El Dorado,2016,Not_Defined_Elsewhere,89,,
El Dorado,2016,Other,13,,
El Dorado,2016,Prison/Jail,180,,
El Dorado,2016,Psychiatric_Care,457,,
El Dorado,2016,Rehab,13,,
El Dorado,2016,Residential Care facility,7,,
El Dorado,2016,Routine (Home),52671,,
El Dorado,2016,Skilled Nursing/Intermediate Care (SN/IC),257,,
Fresno,2016,Acute Care,3664,,
Fresno,2016,Childrens_or_Cancer,272,,
Fresno,2016,Critical Access Hospital,10,,
Fresno,2016,Died,498,,
Fresno,2016,Home Health Service,414,,
Fresno,2016,Hospice_Care,90,,
Fresno,2016,Invalid or Blank,30,,
Fresno,2016,Left Against Medical Advice,17798,,
Fresno,2016,Not_Defined_Elsewhere,472,,
Fresno,2016,Other,113,,
Fresno,2016,Prison/Jail,2003,,
Fresno,2016,Psychiatric_Care,1749,,
Fresno,2016,Rehab,90,,
Fresno,2016,Residential Care facility,368,,
Fresno,2016,Routine (Home),359720,,
Fresno,2016,Skilled Nursing/Intermediate Care (SN/IC),1132,,
Glenn,2016,Acute Care,426,,
Glenn,2016,Critical Access Hospital,7,,
Glenn,2016,Died,16,,
Glenn,2016,Left Against Medical Advice,200,,
Glenn,2016,Not_Defined_Elsewhere,3,,
Glenn,2016,Other,8,,
Glenn,2016,Prison/Jail,141,,
Glenn,2016,Psychiatric_Care,75,,
Glenn,2016,Rehab,3,,
Glenn,2016,Residential Care facility,11,,
Glenn,2016,Routine (Home),10967,,
Glenn,2016,Skilled Nursing/Intermediate Care (SN/IC),43,,
Humboldt,2016,Acute Care,1246,,
Humboldt,2016,Childrens_or_Cancer,61,,
Humboldt,2016,Critical Access Hospital,83,,
Humboldt,2016,Died,125,,
Humboldt,2016,Disaster_Care_Site,1,,
Humboldt,2016,Home Health Service,28,,
Humboldt,2016,Hospice_Care,14,,
Humboldt,2016,Invalid or Blank,29,,
Humboldt,2016,Left Against Medical Advice,951,,
Humboldt,2016,Not_Defined_Elsewhere,254,,
Humboldt,2016,Other,5,,
Humboldt,2016,Prison/Jail,619,,
Humboldt,2016,Psychiatric_Care,251,,
Humboldt,2016,Rehab,2,,
Humboldt,2016,Residential Care facility,67,,
Humboldt,2016,Routine (Home),52592,,
Humboldt,2016,Skilled Nursing/Intermediate Care (SN/IC),67,,
Imperial,2016,Acute Care,1609,,
Imperial,2016,Childrens_or_Cancer,370,,
Imperial,2016,Critical Access Hospital,1,,
Imperial,2016,Died,91,,
Imperial,2016,Home Health Service,204,,
Imperial,2016,Hospice_Care,2,,
Imperial,2016,Invalid or Blank,2,,
Imperial,2016,Left Against Medical Advice,1491,,
Imperial,2016,Not_Defined_Elsewhere,10,,
Imperial,2016,Other,1,,
Imperial,2016,Prison/Jail,378,,
Imperial,2016,Psychiatric_Care,33,,
Imperial,2016,Rehab,5,,
Imperial,2016,Residential Care facility,5,,
Imperial,2016,Routine (Home),84671,,
Imperial,2016,Skilled Nursing/Intermediate Care (SN/IC),85,,
Inyo,2016,Acute Care,170,,
Inyo,2016,Childrens_or_Cancer,72,,
Inyo,2016,Critical Access Hospital,307,,
Inyo,2016,Died,14,,
Inyo,2016,Left Against Medical Advice,125,,
Inyo,2016,Not_Defined_Elsewhere,49,,
Inyo,2016,Other,2,,
Inyo,2016,Prison/Jail,25,,
Inyo,2016,Psychiatric_Care,11,,
Inyo,2016,Residential Care facility,4,,
Inyo,2016,Routine (Home),8027,,
Inyo,2016,Skilled Nursing/Intermediate Care (SN/IC),29,,
Kern,2016,Acute Care,5607,,
Kern,2016,Childrens_or_Cancer,431,,
Kern,2016,Critical Access Hospital,100,,
Kern,2016,Died,485,,
Kern,2016,Home Health Service,55,,
Kern,2016,Hospice_Care,79,,
Kern,2016,Invalid or Blank,19,,
Kern,2016,Left Against Medical Advice,12067,,
Kern,2016,Not_Defined_Elsewhere,1023,,
Kern,2016,Other,39,,
Kern,2016,Prison/Jail,2194,,
Kern,2016,Psychiatric_Care,657,,
Kern,2016,Rehab,67,,
Kern,2016,Residential Care facility,461,,
Kern,2016,Routine (Home),313729,,
Kern,2016,Skilled Nursing/Intermediate Care (SN/IC),491,,
Kings,2016,Acute Care,1032,,
Kings,2016,Childrens_or_Cancer,37,,
Kings,2016,Critical Access Hospital,2,,
Kings,2016,Died,70,,
Kings,2016,Home Health Service,44,,
Kings,2016,Hospice_Care,9,,
Kings,2016,Invalid or Blank,36,,
Kings,2016,Left Against Medical Advice,1788,,
Kings,2016,Not_Defined_Elsewhere,26,,
Kings,2016,Other,26,,
Kings,2016,Prison/Jail,502,,
Kings,2016,Psychiatric_Care,183,,
Kings,2016,Rehab,4,,
Kings,2016,Residential Care facility,49,,
Kings,2016,Routine (Home),62651,,
Kings,2016,Skilled Nursing/Intermediate Care (SN/IC),146,,
Lake,2016,Acute Care,2178,,
Lake,2016,Childrens_or_Cancer,7,,
Lake,2016,Critical Access Hospital,16,,
Lake,2016,Died,53,,
Lake,2016,Home Health Service,45,,
Lake,2016,Hospice_Care,12,,
Lake,2016,Invalid or Blank,4,,
Lake,2016,Left Against Medical Advice,679,,
Lake,2016,Not_Defined_Elsewhere,195,,
Lake,2016,Other,6,,
Lake,2016,Prison/Jail,144,,
Lake,2016,Psychiatric_Care,183,,
Lake,2016,Rehab,6,,
Lake,2016,Residential Care facility,5,,
Lake,2016,Routine (Home),38429,,
Lake,2016,Skilled Nursing/Intermediate Care (SN/IC),127,,
Lassen,2016,Acute Care,641,,
Lassen,2016,Childrens_or_Cancer,1,,
Lassen,2016,Critical Access Hospital,67,,
Lassen,2016,Died,11,,
Lassen,2016,Home Health Service,1,,
Lassen,2016,Hospice_Care,1,,
Lassen,2016,Left Against Medical Advice,74,,
Lassen,2016,Not_Defined_Elsewhere,25,,
Lassen,2016,Other,9,,
Lassen,2016,Prison/Jail,460,,
Lassen,2016,Psychiatric_Care,78,,
Lassen,2016,Rehab,1,,
Lassen,2016,Residential Care facility,13,,
Lassen,2016,Routine (Home),11004,,
Lassen,2016,Skilled Nursing/Intermediate Care (SN/IC),23,,
Los Angeles,2016,Acute Care,46626,,
Los Angeles,2016,Childrens_or_Cancer,6255,,
Los Angeles,2016,Critical Access Hospital,557,,
Los Angeles,2016,Died,3592,,
Los Angeles,2016,Disaster_Care_Site,290,,
Los Angeles,2016,Home Health Service,8771,,
Los Angeles,2016,Hospice_Care,1319,,
Los Angeles,2016,Invalid or Blank,379,,
Los Angeles,2016,Left Against Medical Advice,94220,,
Los Angeles,2016,Not_Defined_Elsewhere,6221,,
Los Angeles,2016,Other,937,,
Los Angeles,2016,Prison/Jail,19789,,
Los Angeles,2016,Psychiatric_Care,21704,,
Los Angeles,2016,Rehab,470,,
Los Angeles,2016,Residential Care facility,1894,,
Los Angeles,2016,Routine (Home),2846003,,
Los Angeles,2016,Skilled Nursing/Intermediate Care (SN/IC),12498,,
Madera,2016,Acute Care,3132,,
Madera,2016,Childrens_or_Cancer,14,,
Madera,2016,Critical Access Hospital,1,,
Madera,2016,Died,66,,
Madera,2016,Home Health Service,54,,
Madera,2016,Hospice_Care,8,,
Madera,2016,Left Against Medical Advice,3487,,
Madera,2016,Not_Defined_Elsewhere,21,,
Madera,2016,Other,12,,
Madera,2016,Prison/Jail,658,,
Madera,2016,Psychiatric_Care,266,,
Madera,2016,Rehab,11,,
Madera,2016,Residential Care facility,13,,
Madera,2016,Routine (Home),53922,,
Madera,2016,Skilled Nursing/Intermediate Care (SN/IC),184,,
Marin,2016,Acute Care,548,,
Marin,2016,Childrens_or_Cancer,18,,
Marin,2016,Critical Access Hospital,14,,
Marin,2016,Died,70,,
Marin,2016,Home Health Service,126,,
Marin,2016,Hospice_Care,60,,
Marin,2016,Invalid or Blank,3,,
Marin,2016,Left Against Medical Advice,472,,
Marin,2016,Not_Defined_Elsewhere,280,,
Marin,2016,Other,3,,
Marin,2016,Prison/Jail,198,,
Marin,2016,Psychiatric_Care,461,,
Marin,2016,Rehab,75,,
Marin,2016,Residential Care facility,17,,
Marin,2016,Routine (Home),63014,,
Marin,2016,Skilled Nursing/Intermediate Care (SN/IC),263,,
Mariposa,2016,Acute Care,664,,
Mariposa,2016,Childrens_or_Cancer,10,,
Mariposa,2016,Critical Access Hospital,28,,
Mariposa,2016,Died,6,,
Mariposa,2016,Home Health Service,2,,
Mariposa,2016,Hospice_Care,4,,
Mariposa,2016,Left Against Medical Advice,264,,
Mariposa,2016,Not_Defined_Elsewhere,5,,
Mariposa,2016,Other,9,,
Mariposa,2016,Prison/Jail,15,,
Mariposa,2016,Psychiatric_Care,45,,
Mariposa,2016,Rehab,1,,
Mariposa,2016,Residential Care facility,1,,
Mariposa,2016,Routine (Home),5659,,
Mariposa,2016,Skilled Nursing/Intermediate Care (SN/IC),16,,
Mendocino,2016,Acute Care,1154,,
Mendocino,2016,Childrens_or_Cancer,11,,
Mendocino,2016,Critical Access Hospital,17,,
Mendocino,2016,Died,41,,
Mendocino,2016,Home Health Service,35,,
Mendocino,2016,Hospice_Care,12,,
Mendocino,2016,Invalid or Blank,6,,
Mendocino,2016,Left Against Medical Advice,426,,
Mendocino,2016,Not_Defined_Elsewhere,55,,
Mendocino,2016,Other,1,,
Mendocino,2016,Prison/Jail,366,,
Mendocino,2016,Psychiatric_Care,340,,
Mendocino,2016,Rehab,4,,
Mendocino,2016,Residential Care facility,6,,
Mendocino,2016,Routine (Home),45772,,
Mendocino,2016,Skilled Nursing/Intermediate Care (SN/IC),79,,
Merced,2016,Acute Care,1897,,
Merced,2016,Childrens_or_Cancer,246,,
Merced,2016,Critical Access Hospital,53,,
Merced,2016,Died,144,,
Merced,2016,Home Health Service,46,,
Merced,2016,Hospice_Care,24,,
Merced,2016,Invalid or Blank,3,,
Merced,2016,Left Against Medical Advice,5649,,
Merced,2016,Not_Defined_Elsewhere,292,,
Merced,2016,Other,11,,
Merced,2016,Prison/Jail,172,,
Merced,2016,Psychiatric_Care,364,,
Merced,2016,Rehab,10,,
Merced,2016,Residential Care facility,11,,
Merced,2016,Routine (Home),111315,,
Merced,2016,Skilled Nursing/Intermediate Care (SN/IC),183,,
Modoc,2016,Acute Care,288,,
Modoc,2016,Childrens_or_Cancer,1,,
Modoc,2016,Critical Access Hospital,16,,
Modoc,2016,Died,8,,
Modoc,2016,Left Against Medical Advice,50,,
Modoc,2016,Not_Defined_Elsewhere,2,,
Modoc,2016,Other,1,,
Modoc,2016,Prison/Jail,46,,
Modoc,2016,Psychiatric_Care,7,,
Modoc,2016,Rehab,1,,
Modoc,2016,Residential Care facility,2,,
Modoc,2016,Routine (Home),4398,,
Modoc,2016,Skilled Nursing/Intermediate Care (SN/IC),14,,
Mono,2016,Acute Care,57,,
Mono,2016,Childrens_or_Cancer,2,,
Mono,2016,Critical Access Hospital,10,,
Mono,2016,Died,2,,
Mono,2016,Home Health Service,1,,
Mono,2016,Left Against Medical Advice,14,,
Mono,2016,Other,3,,
Mono,2016,Prison/Jail,4,,
Mono,2016,Psychiatric_Care,4,,
Mono,2016,Routine (Home),3490,,
Mono,2016,Skilled Nursing/Intermediate Care (SN/IC),1,,
Monterey,2016,Acute Care,1028,,
Monterey,2016,Childrens_or_Cancer,148,,
Monterey,2016,Critical Access Hospital,4,,
Monterey,2016,Died,174,,
Monterey,2016,Home Health Service,73,,
Monterey,2016,Hospice_Care,16,,
Monterey,2016,Invalid or Blank,87,,
Monterey,2016,Left Against Medical Advice,3346,,
Monterey,2016,Not_Defined_Elsewhere,17,,
Monterey,2016,Other,19,,
Monterey,2016,Prison/Jail,1843,,
Monterey,2016,Psychiatric_Care,398,,
Monterey,2016,Rehab,14,,
Monterey,2016,Residential Care facility,24,,
Monterey,2016,Routine (Home),146229,,
Monterey,2016,Skilled Nursing/Intermediate Care (SN/IC),146,,
Napa,2016,Acute Care,851,,
Napa,2016,Childrens_or_Cancer,33,,
Napa,2016,Critical Access Hospital,2,,
Napa,2016,Died,47,,
Napa,2016,Home Health Service,102,,
Napa,2016,Hospice_Care,23,,
Napa,2016,Invalid or Blank,5,,
Napa,2016,Left Against Medical Advice,466,,
Napa,2016,Not_Defined_Elsewhere,271,,
Napa,2016,Other,1,,
Napa,2016,Prison/Jail,137,,
Napa,2016,Psychiatric_Care,326,,
Napa,2016,Rehab,4,,
Napa,2016,Residential Care facility,26,,
Napa,2016,Routine (Home),40362,,
Napa,2016,Skilled Nursing/Intermediate Care (SN/IC),153,,
Nevada,2016,Acute Care,703,,
Nevada,2016,Childrens_or_Cancer,15,,
Nevada,2016,Critical Access Hospital,74,,
Nevada,2016,Died,42,,
Nevada,2016,Home Health Service,73,,
Nevada,2016,Hospice_Care,10,,
Nevada,2016,Invalid or Blank,3,,
Nevada,2016,Left Against Medical Advice,485,,
Nevada,2016,Not_Defined_Elsewhere,19,,
Nevada,2016,Other,7,,
Nevada,2016,Prison/Jail,251,,
Nevada,2016,Psychiatric_Care,403,,
Nevada,2016,Rehab,8,,
Nevada,2016,Residential Care facility,1,,
Nevada,2016,Routine (Home),30765,,
Nevada,2016,Skilled Nursing/Intermediate Care (SN/IC),227,,
Orange,2016,Acute Care,9658,,
Orange,2016,Childrens_or_Cancer,1381,,
Orange,2016,Critical Access Hospital,143,,
Orange,2016,Died,1283,,
Orange,2016,Home Health Service,3365,,
Orange,2016,Hospice_Care,536,,
Orange,2016,Invalid or Blank,83,,
Orange,2016,Left Against Medical Advice,11554,,
Orange,2016,Not_Defined_Elsewhere,4727,,
Orange,2016,Other,129,,
Orange,2016,Prison/Jail,2057,,
Orange,2016,Psychiatric_Care,5222,,
Orange,2016,Rehab,242,,
Orange,2016,Residential Care facility,188,,
Orange,2016,Routine (Home),713677,,
Orange,2016,Skilled Nursing/Intermediate Care (SN/IC),3510,,
Out of State/Homeless,2016,Acute Care,3619,,
Out of State/Homeless,2016,Childrens_or_Cancer,403,,
Out of State/Homeless,2016,Critical Access Hospital,170,,
Out of State/Homeless,2016,Died,655,,
Out of State/Homeless,2016,Disaster_Care_Site,16,,
Out of State/Homeless,2016,Home Health Service,298,,
Out of State/Homeless,2016,Hospice_Care,65,,
Out of State/Homeless,2016,Invalid or Blank,96,,
Out of State/Homeless,2016,Left Against Medical Advice,16744,,
Out of State/Homeless,2016,Not_Defined_Elsewhere,1065,,
Out of State/Homeless,2016,Other,307,,
Out of State/Homeless,2016,Prison/Jail,4581,,
Out of State/Homeless,2016,Psychiatric_Care,6790,,
Out of State/Homeless,2016,Rehab,170,,
Out of State/Homeless,2016,Residential Care facility,331,,
Out of State/Homeless,2016,Routine (Home),273004,,
Out of State/Homeless,2016,Skilled Nursing/Intermediate Care (SN/IC),527,,
Placer,2016,Acute Care,1076,,
Placer,2016,Childrens_or_Cancer,24,,
Placer,2016,Critical Access Hospital,94,,
Placer,2016,Died,173,,
Placer,2016,Home Health Service,484,,
Placer,2016,Hospice_Care,121,,
Placer,2016,Invalid or Blank,15,,
Placer,2016,Left Against Medical Advice,1107,,
Placer,2016,Not_Defined_Elsewhere,345,,
Placer,2016,Other,14,,
Placer,2016,Prison/Jail,351,,
Placer,2016,Psychiatric_Care,1180,,
Placer,2016,Rehab,30,,
Placer,2016,Residential Care facility,44,,
Placer,2016,Routine (Home),96473,,
Placer,2016,Skilled Nursing/Intermediate Care (SN/IC),821,,
Plumas,2016,Acute Care,515,,
Plumas,2016,Childrens_or_Cancer,2,,
Plumas,2016,Critical Access Hospital,139,,
Plumas,2016,Died,9,,
Plumas,2016,Home Health Service,1,,
Plumas,2016,Invalid or Blank,2,,
Plumas,2016,Left Against Medical Advice,147,,
Plumas,2016,Not_Defined_Elsewhere,4,,
Plumas,2016,Other,4,,
Plumas,2016,Prison/Jail,62,,
Plumas,2016,Psychiatric_Care,27,,
Plumas,2016,Rehab,1,,
Plumas,2016,Residential Care facility,28,,
Plumas,2016,Routine (Home),8291,,
Plumas,2016,Skilled Nursing/Intermediate Care (SN/IC),12,,
Riverside,2016,Acute Care,8979,,
Riverside,2016,Childrens_or_Cancer,3248,,
Riverside,2016,Critical Access Hospital,54,,
Riverside,2016,Died,1146,,
Riverside,2016,Disaster_Care_Site,3,,
Riverside,2016,Home Health Service,1606,,
Riverside,2016,Hospice_Care,342,,
Riverside,2016,Invalid or Blank,164,,
Riverside,2016,Left Against Medical Advice,20618,,
