County,Region,PQIDescription,YearsToRetirement,CtyRetirePercent,RegionRetirePercent,StRetirePercent
Merced,San Joaquin Valley,Diabetes Composite,6-10 years,0.236,0.188,0.173
Merced,San Joaquin Valley,Diabetes Composite,11+ years,0.574,0.648,0.647
Merced,San Joaquin Valley,Heart Failure,0-2 years,0.023,0.029,0.039
Merced,San Joaquin Valley,Heart Failure,3-5 years,0.132,0.127,0.135
Merced,San Joaquin Valley,Heart Failure,6-10 years,0.26,0.18,0.174
Merced,San Joaquin Valley,Heart Failure,11+ years,0.585,0.664,0.653
Merced,San Joaquin Valley,Hypertension,0-2 years,0.023,0.031,0.039
Merced,San Joaquin Valley,Hypertension,3-5 years,0.129,0.126,0.135
Merced,San Joaquin Valley,Hypertension,6-10 years,0.255,0.177,0.174
Merced,San Joaquin Valley,Hypertension,11+ years,0.593,0.666,0.653
Merced,San Joaquin Valley,Urinary Tract Infection,0-2 years,0.026,0.035,0.044
Merced,San Joaquin Valley,Urinary Tract Infection,3-5 years,0.16,0.137,0.144
Merced,San Joaquin Valley,Urinary Tract Infection,6-10 years,0.243,0.191,0.18
Merced,San Joaquin Valley,Urinary Tract Infection,11+ years,0.572,0.636,0.632
Modoc,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0,0.088,0.041
Modoc,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.217,0.227,0.141
Modoc,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0,0.2,0.175
Modoc,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.783,0.483,0.642
Modoc,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0,0.086,0.043
Modoc,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.217,0.225,0.141
Modoc,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0,0.2,0.178
Modoc,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.783,0.487,0.638
Modoc,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0,0.087,0.041
Modoc,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.217,0.231,0.141
Modoc,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0,0.199,0.175
Modoc,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.783,0.481,0.642
Modoc,Northern and Sierra,Diabetes Composite,0-2 years,0,0.084,0.041
Modoc,Northern and Sierra,Diabetes Composite,3-5 years,0.217,0.233,0.138
Modoc,Northern and Sierra,Diabetes Composite,6-10 years,0,0.201,0.173
Modoc,Northern and Sierra,Diabetes Composite,11+ years,0.783,0.481,0.647
Modoc,Northern and Sierra,Heart Failure,0-2 years,0.146,0.077,0.039
Modoc,Northern and Sierra,Heart Failure,3-5 years,0.241,0.227,0.135
Modoc,Northern and Sierra,Heart Failure,6-10 years,0,0.192,0.174
Modoc,Northern and Sierra,Heart Failure,11+ years,0.613,0.504,0.653
Modoc,Northern and Sierra,Hypertension,0-2 years,0.146,0.076,0.039
Modoc,Northern and Sierra,Hypertension,3-5 years,0.241,0.226,0.135
Modoc,Northern and Sierra,Hypertension,6-10 years,0,0.19,0.174
Modoc,Northern and Sierra,Hypertension,11+ years,0.613,0.507,0.653
Modoc,Northern and Sierra,Urinary Tract Infection,0-2 years,0,0.096,0.044
Modoc,Northern and Sierra,Urinary Tract Infection,3-5 years,0.217,0.225,0.144
Modoc,Northern and Sierra,Urinary Tract Infection,6-10 years,0,0.189,0.18
Modoc,Northern and Sierra,Urinary Tract Infection,11+ years,0.783,0.488,0.632
Mono,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.246,0.088,0.041
Mono,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.246,0.227,0.141
Mono,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.188,0.2,0.175
Mono,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.32,0.483,0.642
Mono,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0,0.086,0.043
Mono,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0,0.225,0.141
Mono,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.541,0.2,0.178
Mono,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.459,0.487,0.638
Mono,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.246,0.087,0.041
Mono,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.246,0.231,0.141
Mono,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.188,0.199,0.175
Mono,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.32,0.481,0.642
Mono,Northern and Sierra,Diabetes Composite,0-2 years,0,0.084,0.041
Mono,Northern and Sierra,Diabetes Composite,3-5 years,0,0.233,0.138
Mono,Northern and Sierra,Diabetes Composite,6-10 years,0.371,0.201,0.173
Mono,Northern and Sierra,Diabetes Composite,11+ years,0.629,0.481,0.647
Mono,Northern and Sierra,Heart Failure,0-2 years,0,0.077,0.039
Mono,Northern and Sierra,Heart Failure,3-5 years,0.15,0.227,0.135
Mono,Northern and Sierra,Heart Failure,6-10 years,0.202,0.192,0.174
Mono,Northern and Sierra,Heart Failure,11+ years,0.648,0.504,0.653
Mono,Northern and Sierra,Hypertension,0-2 years,0,0.076,0.039
Mono,Northern and Sierra,Hypertension,3-5 years,0.15,0.226,0.135
Mono,Northern and Sierra,Hypertension,6-10 years,0.202,0.19,0.174
Mono,Northern and Sierra,Hypertension,11+ years,0.648,0.507,0.653
Mono,Northern and Sierra,Urinary Tract Infection,0-2 years,0,0.096,0.044
Mono,Northern and Sierra,Urinary Tract Infection,3-5 years,0.444,0.225,0.144
Mono,Northern and Sierra,Urinary Tract Infection,6-10 years,0.206,0.189,0.18
Mono,Northern and Sierra,Urinary Tract Infection,11+ years,0.35,0.488,0.632
Monterey,Central Coast,Asthma in Younger Adults (Age 18-39),0-2 years,0.112,0.057,0.041
Monterey,Central Coast,Asthma in Younger Adults (Age 18-39),3-5 years,0.174,0.197,0.141
Monterey,Central Coast,Asthma in Younger Adults (Age 18-39),6-10 years,0.207,0.173,0.175
Monterey,Central Coast,Asthma in Younger Adults (Age 18-39),11+ years,0.507,0.573,0.642
Monterey,Central Coast,Community-Acquired Pneumonia,0-2 years,0.112,0.057,0.043
Monterey,Central Coast,Community-Acquired Pneumonia,3-5 years,0.167,0.185,0.141
Monterey,Central Coast,Community-Acquired Pneumonia,6-10 years,0.201,0.182,0.178
Monterey,Central Coast,Community-Acquired Pneumonia,11+ years,0.52,0.576,0.638
Monterey,Central Coast,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.111,0.057,0.041
Monterey,Central Coast,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.172,0.195,0.141
Monterey,Central Coast,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.204,0.174,0.175
Monterey,Central Coast,COPD or Asthma in Older Adults (Age 40+),11+ years,0.512,0.574,0.642
Monterey,Central Coast,Diabetes Composite,0-2 years,0.1,0.052,0.041
Monterey,Central Coast,Diabetes Composite,3-5 years,0.15,0.175,0.138
Monterey,Central Coast,Diabetes Composite,6-10 years,0.211,0.189,0.173
Monterey,Central Coast,Diabetes Composite,11+ years,0.539,0.585,0.647
Monterey,Central Coast,Heart Failure,0-2 years,0.094,0.05,0.039
Monterey,Central Coast,Heart Failure,3-5 years,0.147,0.17,0.135
Monterey,Central Coast,Heart Failure,6-10 years,0.192,0.196,0.174
Monterey,Central Coast,Heart Failure,11+ years,0.568,0.584,0.653
Monterey,Central Coast,Hypertension,0-2 years,0.089,0.048,0.039
Monterey,Central Coast,Hypertension,3-5 years,0.147,0.169,0.135
Monterey,Central Coast,Hypertension,6-10 years,0.189,0.196,0.174
Monterey,Central Coast,Hypertension,11+ years,0.574,0.587,0.653
Monterey,Central Coast,Urinary Tract Infection,0-2 years,0.095,0.058,0.044
Monterey,Central Coast,Urinary Tract Infection,3-5 years,0.176,0.194,0.144
Monterey,Central Coast,Urinary Tract Infection,6-10 years,0.188,0.178,0.18
Monterey,Central Coast,Urinary Tract Infection,11+ years,0.541,0.57,0.632
Napa,Greater Bay Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.078,0.041,0.041
Napa,Greater Bay Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.183,0.138,0.141
Napa,Greater Bay Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.289,0.169,0.175
Napa,Greater Bay Area,Asthma in Younger Adults (Age 18-39),11+ years,0.45,0.652,0.642
Napa,Greater Bay Area,Community-Acquired Pneumonia,0-2 years,0.084,0.042,0.043
Napa,Greater Bay Area,Community-Acquired Pneumonia,3-5 years,0.176,0.137,0.141
Napa,Greater Bay Area,Community-Acquired Pneumonia,6-10 years,0.277,0.168,0.178
Napa,Greater Bay Area,Community-Acquired Pneumonia,11+ years,0.462,0.653,0.638
Napa,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.078,0.041,0.041
Napa,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.183,0.138,0.141
Napa,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.289,0.17,0.175
Napa,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.45,0.652,0.642
Napa,Greater Bay Area,Diabetes Composite,0-2 years,0.096,0.041,0.041
Napa,Greater Bay Area,Diabetes Composite,3-5 years,0.174,0.138,0.138
Napa,Greater Bay Area,Diabetes Composite,6-10 years,0.276,0.166,0.173
Napa,Greater Bay Area,Diabetes Composite,11+ years,0.454,0.655,0.647
Napa,Greater Bay Area,Heart Failure,0-2 years,0.082,0.04,0.039
Napa,Greater Bay Area,Heart Failure,3-5 years,0.199,0.132,0.135
Napa,Greater Bay Area,Heart Failure,6-10 years,0.229,0.173,0.174
Napa,Greater Bay Area,Heart Failure,11+ years,0.49,0.655,0.653
Napa,Greater Bay Area,Hypertension,0-2 years,0.083,0.04,0.039
Napa,Greater Bay Area,Hypertension,3-5 years,0.201,0.134,0.135
Napa,Greater Bay Area,Hypertension,6-10 years,0.248,0.174,0.174
Napa,Greater Bay Area,Hypertension,11+ years,0.468,0.653,0.653
Napa,Greater Bay Area,Urinary Tract Infection,0-2 years,0.075,0.046,0.044
Napa,Greater Bay Area,Urinary Tract Infection,3-5 years,0.193,0.139,0.144
Napa,Greater Bay Area,Urinary Tract Infection,6-10 years,0.265,0.178,0.18
Napa,Greater Bay Area,Urinary Tract Infection,11+ years,0.468,0.636,0.632
Nevada,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0,0.088,0.041
Nevada,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.213,0.227,0.141
Nevada,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.192,0.2,0.175
Nevada,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.595,0.483,0.642
Nevada,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0,0.086,0.043
Nevada,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.202,0.225,0.141
Nevada,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.209,0.2,0.178
Nevada,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.589,0.487,0.638
Nevada,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0,0.087,0.041
Nevada,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.213,0.231,0.141
Nevada,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.192,0.199,0.175
Nevada,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.595,0.481,0.642
Nevada,Northern and Sierra,Diabetes Composite,0-2 years,0.028,0.084,0.041
Nevada,Northern and Sierra,Diabetes Composite,3-5 years,0.231,0.233,0.138
Nevada,Northern and Sierra,Diabetes Composite,6-10 years,0.181,0.201,0.173
Nevada,Northern and Sierra,Diabetes Composite,11+ years,0.56,0.481,0.647
Nevada,Northern and Sierra,Heart Failure,0-2 years,0.022,0.077,0.039
Nevada,Northern and Sierra,Heart Failure,3-5 years,0.216,0.227,0.135
Nevada,Northern and Sierra,Heart Failure,6-10 years,0.191,0.192,0.174
Nevada,Northern and Sierra,Heart Failure,11+ years,0.571,0.504,0.653
Nevada,Northern and Sierra,Hypertension,0-2 years,0.022,0.076,0.039
Nevada,Northern and Sierra,Hypertension,3-5 years,0.221,0.226,0.135
Nevada,Northern and Sierra,Hypertension,6-10 years,0.173,0.19,0.174
Nevada,Northern and Sierra,Hypertension,11+ years,0.584,0.507,0.653
Nevada,Northern and Sierra,Urinary Tract Infection,0-2 years,0.026,0.096,0.044
Nevada,Northern and Sierra,Urinary Tract Infection,3-5 years,0.198,0.225,0.144
Nevada,Northern and Sierra,Urinary Tract Infection,6-10 years,0.212,0.189,0.18
Nevada,Northern and Sierra,Urinary Tract Infection,11+ years,0.564,0.488,0.632
Orange,Orange County,Asthma in Younger Adults (Age 18-39),0-2 years,0.036,0.036,0.041
Orange,Orange County,Asthma in Younger Adults (Age 18-39),3-5 years,0.139,0.139,0.141
Orange,Orange County,Asthma in Younger Adults (Age 18-39),6-10 years,0.207,0.207,0.175
Orange,Orange County,Asthma in Younger Adults (Age 18-39),11+ years,0.618,0.618,0.642
Orange,Orange County,Community-Acquired Pneumonia,0-2 years,0.041,0.041,0.043
Orange,Orange County,Community-Acquired Pneumonia,3-5 years,0.141,0.141,0.141
Orange,Orange County,Community-Acquired Pneumonia,6-10 years,0.21,0.21,0.178
Orange,Orange County,Community-Acquired Pneumonia,11+ years,0.608,0.608,0.638
Orange,Orange County,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.038,0.038,0.041
Orange,Orange County,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.138,0.138,0.141
Orange,Orange County,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.207,0.207,0.175
Orange,Orange County,COPD or Asthma in Older Adults (Age 40+),11+ years,0.618,0.618,0.642
Orange,Orange County,Diabetes Composite,0-2 years,0.042,0.042,0.041
Orange,Orange County,Diabetes Composite,3-5 years,0.145,0.145,0.138
Orange,Orange County,Diabetes Composite,6-10 years,0.194,0.194,0.173
Orange,Orange County,Diabetes Composite,11+ years,0.618,0.618,0.647
Orange,Orange County,Heart Failure,0-2 years,0.039,0.039,0.039
Orange,Orange County,Heart Failure,3-5 years,0.141,0.141,0.135
Orange,Orange County,Heart Failure,6-10 years,0.199,0.199,0.174
Orange,Orange County,Heart Failure,11+ years,0.621,0.621,0.653
Orange,Orange County,Hypertension,0-2 years,0.04,0.04,0.039
Orange,Orange County,Hypertension,3-5 years,0.142,0.142,0.135
Orange,Orange County,Hypertension,6-10 years,0.195,0.195,0.174
Orange,Orange County,Hypertension,11+ years,0.623,0.623,0.653
Orange,Orange County,Urinary Tract Infection,0-2 years,0.038,0.038,0.044
Orange,Orange County,Urinary Tract Infection,3-5 years,0.149,0.149,0.144
Orange,Orange County,Urinary Tract Infection,6-10 years,0.214,0.214,0.18
Orange,Orange County,Urinary Tract Infection,11+ years,0.599,0.599,0.632
Placer,Sacramento Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.027,0.048,0.041
Placer,Sacramento Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.13,0.122,0.141
Placer,Sacramento Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.191,0.171,0.175
Placer,Sacramento Area,Asthma in Younger Adults (Age 18-39),11+ years,0.652,0.659,0.642
Placer,Sacramento Area,Community-Acquired Pneumonia,0-2 years,0.025,0.046,0.043
Placer,Sacramento Area,Community-Acquired Pneumonia,3-5 years,0.146,0.12,0.141
Placer,Sacramento Area,Community-Acquired Pneumonia,6-10 years,0.173,0.165,0.178
Placer,Sacramento Area,Community-Acquired Pneumonia,11+ years,0.656,0.668,0.638
Placer,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.027,0.049,0.041
Placer,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.13,0.122,0.141
Placer,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.191,0.171,0.175
Placer,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.652,0.658,0.642
Placer,Sacramento Area,Diabetes Composite,0-2 years,0.031,0.047,0.041
Placer,Sacramento Area,Diabetes Composite,3-5 years,0.134,0.115,0.138
Placer,Sacramento Area,Diabetes Composite,6-10 years,0.186,0.169,0.173
Placer,Sacramento Area,Diabetes Composite,11+ years,0.649,0.67,0.647
Placer,Sacramento Area,Heart Failure,0-2 years,0.032,0.043,0.039
Placer,Sacramento Area,Heart Failure,3-5 years,0.141,0.114,0.135
Placer,Sacramento Area,Heart Failure,6-10 years,0.195,0.168,0.174
Placer,Sacramento Area,Heart Failure,11+ years,0.632,0.675,0.653
Placer,Sacramento Area,Hypertension,0-2 years,0.032,0.043,0.039
Placer,Sacramento Area,Hypertension,3-5 years,0.142,0.114,0.135
Placer,Sacramento Area,Hypertension,6-10 years,0.194,0.167,0.174
Placer,Sacramento Area,Hypertension,11+ years,0.632,0.677,0.653
Placer,Sacramento Area,Urinary Tract Infection,0-2 years,0.029,0.054,0.044
Placer,Sacramento Area,Urinary Tract Infection,3-5 years,0.141,0.122,0.144
Placer,Sacramento Area,Urinary Tract Infection,6-10 years,0.179,0.169,0.18
Placer,Sacramento Area,Urinary Tract Infection,11+ years,0.651,0.655,0.632
Plumas,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.159,0.088,0.041
Plumas,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0,0.227,0.141
Plumas,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.367,0.2,0.175
Plumas,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.474,0.483,0.642
Plumas,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0.159,0.086,0.043
Plumas,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0,0.225,0.141
Plumas,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.367,0.2,0.178
Plumas,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.474,0.487,0.638
Plumas,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.159,0.087,0.041
Plumas,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0,0.231,0.141
Plumas,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.367,0.199,0.175
Plumas,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.474,0.481,0.642
Plumas,Northern and Sierra,Diabetes Composite,0-2 years,0.159,0.084,0.041
Plumas,Northern and Sierra,Diabetes Composite,3-5 years,0,0.233,0.138
Plumas,Northern and Sierra,Diabetes Composite,6-10 years,0.367,0.201,0.173
Plumas,Northern and Sierra,Diabetes Composite,11+ years,0.474,0.481,0.647
Plumas,Northern and Sierra,Heart Failure,0-2 years,0.112,0.077,0.039
Plumas,Northern and Sierra,Heart Failure,3-5 years,0.113,0.227,0.135
Plumas,Northern and Sierra,Heart Failure,6-10 years,0.26,0.192,0.174
Plumas,Northern and Sierra,Heart Failure,11+ years,0.514,0.504,0.653
Plumas,Northern and Sierra,Hypertension,0-2 years,0.112,0.076,0.039
Plumas,Northern and Sierra,Hypertension,3-5 years,0.113,0.226,0.135
Plumas,Northern and Sierra,Hypertension,6-10 years,0.26,0.19,0.174
Plumas,Northern and Sierra,Hypertension,11+ years,0.514,0.507,0.653
Plumas,Northern and Sierra,Urinary Tract Infection,0-2 years,0.159,0.096,0.044
Plumas,Northern and Sierra,Urinary Tract Infection,3-5 years,0,0.225,0.144
Plumas,Northern and Sierra,Urinary Tract Infection,6-10 years,0.367,0.189,0.18
Plumas,Northern and Sierra,Urinary Tract Infection,11+ years,0.474,0.488,0.632
Riverside,Inland Empire,Asthma in Younger Adults (Age 18-39),0-2 years,0.036,0.034,0.041
Riverside,Inland Empire,Asthma in Younger Adults (Age 18-39),3-5 years,0.134,0.123,0.141
Riverside,Inland Empire,Asthma in Younger Adults (Age 18-39),6-10 years,0.194,0.175,0.175
Riverside,Inland Empire,Asthma in Younger Adults (Age 18-39),11+ years,0.636,0.668,0.642
Riverside,Inland Empire,Community-Acquired Pneumonia,0-2 years,0.038,0.035,0.043
Riverside,Inland Empire,Community-Acquired Pneumonia,3-5 years,0.131,0.124,0.141
Riverside,Inland Empire,Community-Acquired Pneumonia,6-10 years,0.203,0.182,0.178
Riverside,Inland Empire,Community-Acquired Pneumonia,11+ years,0.628,0.659,0.638
Riverside,Inland Empire,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.036,0.034,0.041
Riverside,Inland Empire,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.134,0.125,0.141
Riverside,Inland Empire,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.194,0.174,0.175
Riverside,Inland Empire,COPD or Asthma in Older Adults (Age 40+),11+ years,0.636,0.668,0.642
Riverside,Inland Empire,Diabetes Composite,0-2 years,0.034,0.033,0.041
Riverside,Inland Empire,Diabetes Composite,3-5 years,0.135,0.12,0.138
Riverside,Inland Empire,Diabetes Composite,6-10 years,0.185,0.173,0.173
Riverside,Inland Empire,Diabetes Composite,11+ years,0.647,0.674,0.647
Riverside,Inland Empire,Heart Failure,0-2 years,0.04,0.034,0.039
Riverside,Inland Empire,Heart Failure,3-5 years,0.127,0.118,0.135
Riverside,Inland Empire,Heart Failure,6-10 years,0.18,0.169,0.174
Riverside,Inland Empire,Heart Failure,11+ years,0.653,0.679,0.653
Riverside,Inland Empire,Hypertension,0-2 years,0.039,0.034,0.039
Riverside,Inland Empire,Hypertension,3-5 years,0.128,0.118,0.135
Riverside,Inland Empire,Hypertension,6-10 years,0.177,0.168,0.174
Riverside,Inland Empire,Hypertension,11+ years,0.656,0.68,0.653
Riverside,Inland Empire,Urinary Tract Infection,0-2 years,0.036,0.033,0.044
Riverside,Inland Empire,Urinary Tract Infection,3-5 years,0.127,0.121,0.144
Riverside,Inland Empire,Urinary Tract Infection,6-10 years,0.192,0.174,0.18
Riverside,Inland Empire,Urinary Tract Infection,11+ years,0.645,0.671,0.632
Sacramento,Sacramento Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.046,0.048,0.041
Sacramento,Sacramento Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.11,0.122,0.141
Sacramento,Sacramento Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.159,0.171,0.175
Sacramento,Sacramento Area,Asthma in Younger Adults (Age 18-39),11+ years,0.685,0.659,0.642
Sacramento,Sacramento Area,Community-Acquired Pneumonia,0-2 years,0.043,0.046,0.043
Sacramento,Sacramento Area,Community-Acquired Pneumonia,3-5 years,0.106,0.12,0.141
Sacramento,Sacramento Area,Community-Acquired Pneumonia,6-10 years,0.156,0.165,0.178
Sacramento,Sacramento Area,Community-Acquired Pneumonia,11+ years,0.695,0.668,0.638
Sacramento,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.047,0.049,0.041
Sacramento,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.11,0.122,0.141
Sacramento,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.158,0.171,0.175
Sacramento,Sacramento Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.684,0.658,0.642
Sacramento,Sacramento Area,Diabetes Composite,0-2 years,0.043,0.047,0.041
Sacramento,Sacramento Area,Diabetes Composite,3-5 years,0.102,0.115,0.138
Sacramento,Sacramento Area,Diabetes Composite,6-10 years,0.158,0.169,0.173
Sacramento,Sacramento Area,Diabetes Composite,11+ years,0.696,0.67,0.647
Sacramento,Sacramento Area,Heart Failure,0-2 years,0.039,0.043,0.039
Sacramento,Sacramento Area,Heart Failure,3-5 years,0.096,0.114,0.135
Sacramento,Sacramento Area,Heart Failure,6-10 years,0.151,0.168,0.174
Sacramento,Sacramento Area,Heart Failure,11+ years,0.715,0.675,0.653
Sacramento,Sacramento Area,Hypertension,0-2 years,0.039,0.043,0.039
Sacramento,Sacramento Area,Hypertension,3-5 years,0.096,0.114,0.135
Sacramento,Sacramento Area,Hypertension,6-10 years,0.149,0.167,0.174
Sacramento,Sacramento Area,Hypertension,11+ years,0.715,0.677,0.653
Sacramento,Sacramento Area,Urinary Tract Infection,0-2 years,0.054,0.054,0.044
Sacramento,Sacramento Area,Urinary Tract Infection,3-5 years,0.11,0.122,0.144
Sacramento,Sacramento Area,Urinary Tract Infection,6-10 years,0.159,0.169,0.18
Sacramento,Sacramento Area,Urinary Tract Infection,11+ years,0.677,0.655,0.632
San Benito,Central Coast,Asthma in Younger Adults (Age 18-39),0-2 years,0.2,0.057,0.041
San Benito,Central Coast,Asthma in Younger Adults (Age 18-39),3-5 years,0.125,0.197,0.141
San Benito,Central Coast,Asthma in Younger Adults (Age 18-39),6-10 years,0.125,0.173,0.175
San Benito,Central Coast,Asthma in Younger Adults (Age 18-39),11+ years,0.55,0.573,0.642
San Benito,Central Coast,Community-Acquired Pneumonia,0-2 years,0.2,0.057,0.043
San Benito,Central Coast,Community-Acquired Pneumonia,3-5 years,0.125,0.185,0.141
San Benito,Central Coast,Community-Acquired Pneumonia,6-10 years,0.125,0.182,0.178
San Benito,Central Coast,Community-Acquired Pneumonia,11+ years,0.55,0.576,0.638
San Benito,Central Coast,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.2,0.057,0.041
San Benito,Central Coast,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.125,0.195,0.141
San Benito,Central Coast,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.125,0.174,0.175
San Benito,Central Coast,COPD or Asthma in Older Adults (Age 40+),11+ years,0.55,0.574,0.642
San Benito,Central Coast,Diabetes Composite,0-2 years,0.147,0.052,0.041
San Benito,Central Coast,Diabetes Composite,3-5 years,0.184,0.175,0.138
San Benito,Central Coast,Diabetes Composite,6-10 years,0.092,0.189,0.173
San Benito,Central Coast,Diabetes Composite,11+ years,0.577,0.585,0.647
San Benito,Central Coast,Heart Failure,0-2 years,0.134,0.05,0.039
San Benito,Central Coast,Heart Failure,3-5 years,0.084,0.17,0.135
San Benito,Central Coast,Heart Failure,6-10 years,0.084,0.196,0.174
San Benito,Central Coast,Heart Failure,11+ years,0.697,0.584,0.653
San Benito,Central Coast,Hypertension,0-2 years,0.134,0.048,0.039
San Benito,Central Coast,Hypertension,3-5 years,0.084,0.169,0.135
San Benito,Central Coast,Hypertension,6-10 years,0.084,0.196,0.174
San Benito,Central Coast,Hypertension,11+ years,0.697,0.587,0.653
San Benito,Central Coast,Urinary Tract Infection,0-2 years,0.131,0.058,0.044
San Benito,Central Coast,Urinary Tract Infection,3-5 years,0.213,0.194,0.144
San Benito,Central Coast,Urinary Tract Infection,6-10 years,0.082,0.178,0.18
San Benito,Central Coast,Urinary Tract Infection,11+ years,0.574,0.57,0.632
San Bernardino,Inland Empire,Asthma in Younger Adults (Age 18-39),0-2 years,0.031,0.034,0.041
San Bernardino,Inland Empire,Asthma in Younger Adults (Age 18-39),3-5 years,0.113,0.123,0.141
San Bernardino,Inland Empire,Asthma in Younger Adults (Age 18-39),6-10 years,0.156,0.175,0.175
San Bernardino,Inland Empire,Asthma in Younger Adults (Age 18-39),11+ years,0.699,0.668,0.642
San Bernardino,Inland Empire,Community-Acquired Pneumonia,0-2 years,0.032,0.035,0.043
San Bernardino,Inland Empire,Community-Acquired Pneumonia,3-5 years,0.116,0.124,0.141
