"time","GEO_ID","NAME","CATEGORY_CODE","CATEGORY_CODE_LABEL","DATA_TYPE_CODE","DATA_TYPE_CODE_LABEL","SEASONALLY_ADJ","SEASONALLY_ADJ_LABEL","CELL_VALUE","ERROR_DATA",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","913","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","836","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","11","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","212","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","227","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","26","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","10","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","3","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","16","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","23","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","655","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","57","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","22","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","1086","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","1","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","20292","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","3695","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","8","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","4","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"2007-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","38220","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","605","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","7503","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","91","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","550","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","890","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","9","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","150","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","363","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","26","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","12","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","3","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","15","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","24","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","676","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","59","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","167","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","949","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","5","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","11658","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","2760","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","3","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","3","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"2007-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","26524","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","551","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9513","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","81","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","549","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","871","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","7","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","188","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","263","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","26","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","12","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","3","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","15","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","24","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","676","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","59","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","167","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","949","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","5","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","10860","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1822","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","6","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","3","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"2007-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","26652","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","580","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","8642","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","76","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","130","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","826","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","8","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","107","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","237","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","26","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","12","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","3","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","15","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","24","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","676","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","59","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","167","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","949","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","5","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","11890","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1917","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","2","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","3","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"2008-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","26355","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","544","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9221","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","79","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","966","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","822","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","10","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","202","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","184","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","26","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","12","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","3","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","15","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","24","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","676","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","59","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","167","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","949","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","5","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","21429","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","3626","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","3","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","3","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"2008-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","39026","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","572","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","8209","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","91","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","547","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","811","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","9","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","168","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","270","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","12","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","3","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","15","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","24","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","745","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","65","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","119","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","1110","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","1","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","11611","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","2239","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","3","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","7","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
"2008-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","26638","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","504","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","7949","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","84","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T11","Amusements Sales Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","530","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","801","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","6","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","105","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","319","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","12","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","3","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","15","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","24","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","745","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","65","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","119","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","1110","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","1","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","9926","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1549","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","5","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T51","Documentary and Stock Transfer Taxes","no","Not Seasonally Adjusted","0","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","7","no",
"2008-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T99","Taxes, Not Elsewhere Classified","no","Not Seasonally Adjusted","0","no",
