county,year,oshpd_id,facility_name,city,discharges,patient_days,ed_visits,net_patient_rev,op_revenue,op_expense,medi_cal_trad,medi_cal_mc,medi_cal_total_rev,operating_margin,cost_per_discharge,cost_per_patient_day,ed_per_discharge,medi_cal_rev_share
SAN DIEGO,2018,106370652,"ALVARADO HOSPITAL, LLC",SAN DIEGO,1105.0,24614.0,21830.0,117065768.0,119062733.0,131142255.0,4187036.0,18515365.0,22702401.0,-0.10145510434402677,118680.7737556561,5327.953806776632,19.755656108597286,0.19392860430386447
SAN DIEGO,2018,106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,SAN DIEGO,,115674.0,143399.0,857492524.0,941411464.0,852242007.0,335690182.0,62059024.0,397749206.0,0.09471889860053796,,7367.6194045334305,,0.46385151458183443
SAN DIEGO,2018,106370694,DONALD N. SHARP MEMORIAL COMMUNITY HOSPITAL,SAN DIEGO,9203.0,163020.0,73373.0,1220744170.0,1227082523.0,1025080420.0,151431930.0,74085045.0,225516975.0,0.16461981913501672,111385.46343583614,6288.065390749602,7.972726284907096,0.1847372943013932
SAN DIEGO,2018,106370714,GROSSMONT HOSPICAL CORPORATION,LA MESA,,134322.0,78962.0,732900166.0,735584905.0,733932266.0,113772665.0,123485076.0,237257741.0,0.0022467005355418486,,5463.976608448355,,0.32372450165333977
SAN DIEGO,2018,106370721,KINDRED HOSPITAL SAN DIEGO,SAN DIEGO,579.0,21176.0,,42022683.0,42195457.0,39411953.0,199702.0,8413966.0,8613668.0,0.06596691203036384,68069.00345423144,1861.1613619191537,,0.2049766313112373
SAN DIEGO,2018,106370730,KAISER FOUNDATION HOSPITALS - SAN DIEGO,SAN DIEGO,2250.0,94199.0,112545.0,,,,,,0.0,,,,50.02,
SAN DIEGO,2018,106370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,,141010.0,99751.0,857728379.0,877684261.0,799668712.0,146285781.0,216543981.0,362829762.0,0.0888879434970294,,5671.007105879015,,0.4230124254755479
SAN DIEGO,2018,106370745,SHARP MESA VISTA HOSPITAL,SAN DIEGO,1398.0,45364.0,,80313982.0,80405399.0,86149788.0,2777422.0,,2777422.0,-0.07144282686788234,61623.59656652361,1899.0782999735472,,0.034582048241612526
SAN DIEGO,2018,106370749,"BH-SD OPCO, LLC",LA MESA,2447.0,21941.0,,31487476.0,31667721.0,29743692.0,2308601.0,260496.0,2569097.0,0.060756787645059776,12155.16632611361,1355.6215304680734,,0.08159107449577731
SAN DIEGO,2018,106370755,PALOMAR HEALTH DOWNTOWN CAMPUS,ESCONDIDO,,92715.0,134945.0,640649693.0,658207908.0,653717821.0,43884100.0,126439391.0,170323491.0,0.006821684980424149,,7050.831267863884,,0.26586056757854404
SAN DIEGO,2018,106370771,SCRIPPS HEALTH - LA JOLLA,LA JOLLA,,84266.0,33317.0,739454373.0,749993358.0,631921973.0,19473295.0,26328182.0,45801477.0,0.15742990753259445,,7499.133375264045,,0.06193955796647916
SAN DIEGO,2018,106370780,TRI-CITY HOSPITAL,OCEANSIDE,7612.0,63758.0,53541.0,347354397.0,351769291.0,367884111.0,48725498.0,33754155.0,82479653.0,-0.04581076407832314,48329.494351024696,5770.007073622133,7.033762480294272,0.23745101174003563
SAN DIEGO,2018,106370782,UNIVERSITY OF SAN DIEGO MEDICAL CENTER,SAN DIEGO,,201431.0,51947.0,2049497096.0,2188906060.0,1882540882.0,343847596.0,291674829.0,635522425.0,0.13996268894243913,,9345.834960855082,,0.3100870092669797
SAN DIEGO,2018,106370875,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,,103628.0,58108.0,401106491.0,403763135.0,419850938.0,68217659.0,79250119.0,147467778.0,-0.03984465545622435,,4051.520226193693,,0.3676524347246228
SAN DIEGO,2018,106370977,POMERADO HOSPITAL,POWAY,,54845.0,30661.0,203186719.0,203979353.0,196557563.0,11595958.0,34760153.0,46356111.0,0.03638500608441483,,3583.8738809371866,,0.22814537893099204
SAN DIEGO,2018,106371256,SCRIPPS GREEN HOSPITAL,LA JOLLA,,29500.0,,304533855.0,313198228.0,269850465.0,627481.0,1460732.0,2088213.0,0.13840360233455726,,9147.473389830508,,0.006857079978841761
SAN DIEGO,2018,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ENCINITAS,,51728.0,41486.0,317432140.0,319666701.0,298120984.0,12266193.0,21121887.0,33388080.0,0.06740056731777014,,5763.242035261367,,0.10518178783030603
SAN DIEGO,2018,106374024,AURORA SAN DEIGO LLC,SAN DIEGO,2525.0,27045.0,,30620605.0,30672479.0,27614368.0,667916.0,,667916.0,0.09970211406779347,10936.383366336633,1021.0526160103531,,0.021812632376140183
SAN DIEGO,2018,106374049,SHARP MCDONALD CENTER,SAN DIEGO,,4476.0,,5595010.0,5595010.0,4375895.0,,,0.0,0.21789326560631705,,977.635165326184,,0.0
SAN DIEGO,2018,106374055,SAN DIEGO COUNTY MENTAL HEALTH SERVICES-SAN DIEGO PSYCHIATRI,SAN DIEGO,,84221.0,15728.0,81308803.0,81357342.0,88290339.0,45018854.0,18725137.0,63743991.0,-0.08521661142764472,,1048.3173911494757,,0.7839740427613969
SAN DIEGO,2018,106374094,SAN DIEGO REHAB,SAN DIEGO,534.0,22322.0,,43766187.0,44025962.0,44192994.0,199750.0,11119775.0,11319525.0,-0.0037939432192305076,82758.41573033707,1979.79544843652,,0.25863630752206035
SAN FRANCISCO,2018,106380842,HEBREW HOME FOR AGED DISABLED,SAN FRANCISCO,,129892.0,,66866635.0,67228718.0,71710287.0,35660671.0,,35660671.0,-0.06666152699803081,,552.07624026114,,0.533310387160951
SAN FRANCISCO,2018,106380857,KAISER FOUNDATION HOSPITALS - SAN FRANCISCO,SAN FRANCISCO,3114.0,52539.0,35236.0,,,,,,0.0,,,,11.315350032113038,
SAN FRANCISCO,2018,106380865,LAGUNA HONDA HOSPITAL,SAN FRANCISCO,3.0,277613.0,,155141993.0,156593287.0,259605469.0,144333964.0,3059343.0,147393307.0,-0.657832682188988,86535156.33333333,935.1344101320904,,0.9500542319319051
SAN FRANCISCO,2018,106380868,LANGLEY PORTER PSYCHIATRIC HOSPITAL,SAN FRANCISCO,,5775.0,,21358283.0,21360271.0,34035286.0,1.0,-1.0,0.0,-0.593392050128952,,5893.5560173160175,,0.0
SAN FRANCISCO,2018,106380929,SUTTER WEST BAY HOSPITALS,SAN FRANCISCO,5844.0,133308.0,38009.0,1187065064.0,1206771934.0,1094531760.0,58382657.0,129419859.0,187802516.0,0.09300860488855221,187291.54004106775,8210.54820415879,6.503935660506502,0.15820743251188799
SAN FRANCISCO,2018,106380929,SUTTER WEST BAY HOSPITALS,SAN FRANCISCO,797.0,19438.0,6470.0,191995145.0,194980246.0,164894746.0,7187273.0,19777012.0,26964285.0,0.1543002463952169,206894.2860727729,8483.112768803376,8.117942283563362,0.14044253566932643
SAN FRANCISCO,2018,106380939,PRISCILLA CHAN & MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSP,SAN FRANCISCO,,107000.0,70987.0,718237563.0,789480840.0,1032989420.0,148427531.0,328451504.0,476879035.0,-0.30844140562043276,,9654.106728971963,,0.6639572469701087
SAN FRANCISCO,2018,106380960,SAINT. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,,33324.0,30512.0,241682155.0,244942752.0,246168823.0,18260553.0,30135679.0,48396232.0,-0.005005541049853151,,7387.133087264434,,0.20024743655566957
SAN FRANCISCO,2018,106380964,SUTTER WEST BAY HOSPITALS,SAN FRANCISCO,653.0,13002.0,13680.0,77950412.0,79126417.0,153297906.0,16753809.0,12192437.0,28946246.0,-0.9373795985227033,234759.42725880552,11790.332718043377,20.94946401225115,0.37134179611520207
SAN FRANCISCO,2018,106380965,ST. MARY'S MEDICAL CENTER,SAN FRANCISCO,,27515.0,17522.0,214634487.0,219905829.0,254017949.0,9240532.0,11798090.0,21038622.0,-0.15512149066316927,,9231.980701435581,,0.09802069692555977
SAN FRANCISCO,2018,106381154,UCSF MEDICAL CENTER,SAN FRANCISCO,35136.0,228330.0,44965.0,3627398969.0,3666874738.0,3560677651.0,230598394.0,312941795.0,543540189.0,0.02896119845586064,101339.86939321493,15594.436346516008,1.2797415755919854,0.14984295734908998
SAN FRANCISCO,2018,106382715,CHINESE HOSPITAL,SAN FRANCISCO,,5357.0,5172.0,82657723.0,90449152.0,126219801.0,1362655.0,9560130.0,10922785.0,-0.39547799187769056,,23561.65783087549,,0.13214476038736273
SAN FRANCISCO,2018,106384202,SUTTER WEST BAY HOSPITALS,SAN FRANCISCO,161.0,5878.0,6435.0,40502472.0,40899288.0,95177310.0,6473179.0,4304739.0,10777918.0,-1.3271141052626638,591163.4161490683,16192.12487240558,39.96894409937888,0.26610518982643827
SAN JOAQUIN,2018,106390846,DAMERON HOSPITAL ASSOCIATION,STOCKTON,3521.0,13298.0,33468.0,152002934.0,155663399.0,173044258.0,20991107.0,41062459.0,62053566.0,-0.11165668430508831,49146.33854018745,13012.803278688525,9.50525418915081,0.4082392646447206
SAN JOAQUIN,2018,106390923,"LODI MEMORIAL HOSPITAL ASSOCIATION, INC.",LODI,,34926.0,51950.0,243963658.0,245084989.0,237669428.0,17842225.0,47129539.0,64971764.0,0.030257099915654156,,6804.942678806619,,0.26631738732168053
SAN JOAQUIN,2018,106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,STOCKTON,,83869.0,74522.0,590205536.0,593962406.0,543605592.0,56138095.0,138142082.0,194280177.0,0.08478114690645926,,6481.603357617237,,0.32917376261275866
SAN JOAQUIN,2018,106391056,SUTTER TRACY HOSPITAL,TRACY,732.0,11147.0,33606.0,127368307.0,128361822.0,117442673.0,9350141.0,16051680.0,25401821.0,0.08506539428834221,160440.81010928962,10535.809904010048,45.90983606557377,0.19943596329658367
SAN JOAQUIN,2018,106392232,ST. JOSPEH'S BEHAVIORAL HEALTH CNT,STOCKTON,,11829.0,,16408447.0,16449510.0,19378999.0,,,0.0,-0.17808974249080975,,1638.2618141854764,,0.0
SAN JOAQUIN,2018,106392287,"DOCTORS HOSPITAL OF MANTECA, INC.",MANTECA,,14886.0,29695.0,100110853.0,100495663.0,112104062.0,6735645.0,18191243.0,24926888.0,-0.1155114425186687,,7530.838505978772,,0.248992863940536
SAN JOAQUIN,2018,106394003,SAN JOAQUIN COUNTY MENTAL HEALTH PSYCHIATRIC HEALTH FACILITY,STOCKTON,0.0,5835.0,,8973538.0,8973538.0,8973538.0,,,0.0,0.0,,1537.8814053127678,,0.0
SAN JOAQUIN,2018,106394009,KAISER FOUNDATION HOSPITALS - MANTECA,MANTECA,1905.0,38241.0,91053.0,,,,,,0.0,,,,47.79685039370079,
SAN LUIS OBISPO,2018,106400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,,18961.0,18730.0,154761522.0,157409778.0,157787645.0,3683097.0,8793569.0,12476666.0,-0.002400530670972676,,8321.69426718,,0.08061865661931135
SAN LUIS OBISPO,2018,106400524,"SIERRA VISTA HOSPITAL, INC.",SAN LUIS OBISPO,,24602.0,21068.0,178930332.0,179488012.0,156638116.0,22862286.0,14872505.0,37734791.0,0.12730597294709575,,6366.885456466954,,0.21089096844687014
SAN LUIS OBISPO,2018,106400683,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,ATASCADERO,,408394.0,,288844097.0,288844097.0,257946132.0,,,0.0,0.10697107997329092,,631.6109737165581,,0.0
SAN LUIS OBISPO,2018,106404046,SAN LUIS OBISPO COUNTY BEHAVIORAL HEALTH SERVICES - PHF,SAN LUIS OBISPO,,3183.0,,1863821.0,1863821.0,5271593.0,,,0.0,-1.8283794420172323,,1656.1712221174992,,0.0
SAN MATEO,2018,106410782,SAN MATEO MEDICAL CENTER,SAN MATEO,,128877.0,41009.0,314864438.0,332971570.0,342102456.0,39657076.0,219327472.0,258984548.0,-0.02742241927741759,,2654.4880467422427,,0.8225271473814392
SAN MATEO,2018,106410806,KAISER FOUNDATION HOSPITALS - SOUTH SAN FRANCISCO,SOUTH SAN FRANCISCO,942.0,19655.0,38114.0,,,,,,0.0,,,,40.460721868365184,
SAN MATEO,2018,106410817,SETON MEDICAL CENTER,DALY CITY,,85862.0,25525.0,254179453.0,262444602.0,296633104.0,28550496.0,51413653.0,79964149.0,-0.13026940443606458,,3454.765833546854,,0.3145972188397148
SAN MATEO,2018,106410852,MILLS-PENINSULA MEDICAL CENTER,BURLINGAME,3543.0,59429.0,41282.0,617218063.0,622414120.0,640928999.0,11252718.0,31830240.0,43082958.0,-0.029746881385017424,180900.0843917584,10784.785189049117,11.65170759243579,0.0698018424648729
SAN MATEO,2018,106410891,SEQUOIA HOSPITAL,REDWOOD CITY,,22554.0,17656.0,283409147.0,284382402.0,290655554.0,2500068.0,4801023.0,7301091.0,-0.02205886143404893,,12887.095592799504,,0.025761663225358073
SAN MATEO,2018,106414018,MENLO PARK SURGICAL HOSPITAL,MENLO PARK,,364.0,,20085891.0,20205732.0,15075331.0,3471.0,67396.0,70867.0,0.2539081979311613,,41415.744505494506,,0.0035281979773762588
SAN MATEO,2018,106414139,KAISER FOUNDATION HOSPITALS - REDWOOD CITY,REDWOOD CITY,1674.0,25907.0,30802.0,,,,,,0.0,,,,18.400238948626047,
SANTA BARBARA,2018,106420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,192.0,3700.0,23023.0,93920121.0,94706678.0,75428009.0,1060674.0,3110379.0,4171053.0,0.20356187554165928,392854.2135416667,20385.94837837838,119.91145833333333,0.044410643380666005
SANTA BARBARA,2018,106420491,LOMPOC VALLEY MEDICAL CENTER,LOMPOC,,40449.0,22876.0,91077455.0,93208493.0,92674554.0,3636880.0,38628731.0,42265611.0,0.00572843721440706,,2291.14573907884,,0.4640622753457483
SANTA BARBARA,2018,106420493,DIGNITY HEALTH MARIAN MEDICAL CENTER,SANTA MARIA,,93306.0,88881.0,586247865.0,592914188.0,543161655.0,43755574.0,110394399.0,154149973.0,0.08391186112078668,,5821.293968233555,,0.26294334223289667
SANTA BARBARA,2018,106420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,6701.0,90998.0,37930.0,717074612.0,744458335.0,692103826.0,27484337.0,45576158.0,73060495.0,0.0703256401850884,103283.66303536785,7605.703707773797,5.6603492016117,0.1018868800782477
SANTA BARBARA,2018,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SOLVANG,,615.0,9389.0,20917520.0,21199255.0,17772098.0,157480.0,899565.0,1057045.0,0.16166403017464528,,28897.720325203252,,0.050533954311983445
SANTA BARBARA,2018,106424002,SANTA BARBARA PSYCHIATIRC HEALTH FACILITY,SANTA BARBARA,,5643.0,,3894504.0,3894504.0,7652196.0,,,0.0,-0.9648704944198285,,1356.0510366826156,,0.0
SANTA CLARA,2018,106430705,SAN JOSE HEALTHCARE SYSTEMS LP,SAN JOSE,6261.0,78401.0,79082.0,456361639.0,461175879.0,481605857.0,84738665.0,3199509.0,87938174.0,-0.04429975402074313,76921.55518287813,6142.853496766623,12.630889634243731,0.19269405332291745
SANTA CLARA,2018,106430763,EL CAMINO HOSPITAL,MOUNTAIN VIEW,22188.0,87267.0,53937.0,900868388.0,919496297.0,786552613.0,17245290.0,19286587.0,36531877.0,0.14458316410163857,35449.45975301965,9013.173513470154,2.430908599242834,0.04055184695858148
SANTA CLARA,2018,106430779,GOOD SAMARITAN HOSPITAL LP,SAN JOSE,4492.0,84785.0,46848.0,687640482.0,692593046.0,549798664.0,73595351.0,12177422.0,85772773.0,0.20617357165899122,122395.07212822796,6484.621855281005,10.429207479964381,0.12473490907709532
SANTA CLARA,2018,106430837,O'CONNOR HOSPITAL,SAN JOSE,,45046.0,45627.0,296142521.0,299626210.0,333148765.0,32816855.0,70144953.0,102961808.0,-0.11188125030850939,,7395.745793189184,,0.3476765432141371
SANTA CLARA,2018,106430837,O'CONNOR HOSPITAL,SAN JOSE,,26991.0,29023.0,153748044.0,156004434.0,206851981.0,26491527.0,22799635.0,49291162.0,-0.3259365499829319,,7663.739061168538,,0.3205970021966588
SANTA CLARA,2018,106430883,SANTA CLARA VALLEY HEALTH AND HOSPITAL SYSTEMS,SAN JOSE,8777.0,126132.0,74990.0,1354367963.0,1489736849.0,1660131948.0,248834227.0,608114335.0,856948562.0,-0.11437932753988017,189145.71584823972,13161.861763866425,8.543921613307509,0.6327294984900643
SANTA CLARA,2018,106431506,KAISER FOUNDATION HOSPITALS - SAN JOSE,SAN JOSE,1763.0,37290.0,58406.0,,,,,,0.0,,,,33.1287577992059,
SANTA CLARA,2018,106434032,"SJBH, LLC",SAN JOSE,2767.0,26907.0,,38801441.0,38824466.0,29853632.0,531278.0,,531278.0,0.23106136218332018,10789.169497650886,1109.511725573271,,0.013692223440876847
SANTA CLARA,2018,106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,PALO ALTO,,85590.0,,1461400475.0,1493484729.0,1523666998.0,386897393.0,25412860.0,412310253.0,-0.020209292009439755,,17801.927771935974,,0.2821336519683285
SANTA CLARA,2018,106434051,SUBACUTE CHILDRENS HOSPITAL OF NO CAL,CAMPBELL,18.0,9686.0,,11369443.0,11431828.0,9947681.0,8500471.0,1743561.0,10244032.0,0.1298258686187371,552648.9444444445,1027.0164154449722,,0.9010144120516722
SANTA CLARA,2018,106434138,ST LOUISE REGIONAL HOSPITAL,GILROY,,10948.0,27038.0,98601905.0,98768471.0,100856176.0,9855009.0,22456177.0,32311186.0,-0.02113736275212765,,9212.292290829375,,0.3276933239778684
SANTA CLARA,2018,106434138,ST LOUISE REGIONAL HOSPITAL,GILROY,,6339.0,17770.0,51619052.0,51707874.0,67408461.0,4534385.0,6142441.0,10676826.0,-0.30364015739653116,,10633.926644581165,,0.20683886251921094
SANTA CLARA,2018,106434153,KAISER FOUNDATION HOSPITALS - SANTA CLARA,SANTA CLARA,3639.0,74035.0,70586.0,,,,,,0.0,,,,19.397087111843913,
SANTA CLARA,2018,106434218,KAISER PERMANENTE P.H.F. - SANTA CLARA,SANTA CLARA,,7534.0,,,,,,,0.0,,,,,
SANTA CLARA,2018,106434220,"CRESTWOOD BEHAVIORAL HEALTH, INC.",SAN JOSE,0.0,2862.0,,2704964.0,5599427.0,4399119.0,,,0.0,0.2143626481781082,,1537.0786163522012,,0.0
SANTA CRUZ,2018,106440755,DOMINICAN HOSPITAL SANTA CRUZ,SANTA CRUZ,,51848.0,43245.0,446361603.0,448210857.0,408225192.0,20355145.0,64767355.0,85122500.0,0.08921172786316509,,7873.499305662706,,0.19070300722080702
SANTA CRUZ,2018,106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,506.0,3395.0,,82707935.0,83068169.0,80668186.0,1761339.0,4586903.0,6348242.0,0.028891728671664833,159423.2924901186,23760.879528718702,,0.07675493288521833
SANTA CRUZ,2018,106444013,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,,13817.0,29360.0,116361359.0,116531535.0,117171967.0,17400413.0,35092365.0,52492778.0,-0.005495782750995257,,8480.275530144025,,0.45111863982269235
SANTA CRUZ,2018,106444029,SANTA CRUZ PHF,SANTA CRUZ,,5389.0,,7083288.0,7083288.0,6612189.0,2728624.0,,2728624.0,0.0665085197721736,,1226.978845796994,,0.3852199712901692
SHASTA,2018,106450940,PRIME HEALTHCARE-SHASTA LLC,REDDING,1515.0,33245.0,33391.0,157378412.0,159542051.0,149470726.0,12045494.0,31869845.0,43915339.0,0.06312646062197107,98660.54521452145,4496.036276131749,22.04026402640264,0.2790429668333418
SHASTA,2018,106450949,MERCY MEDICAL CENTER REDDING,REDDING,,63762.0,46344.0,507469550.0,510421105.0,465989996.0,56876826.0,102810469.0,159687295.0,0.08704794642063243,,7308.271321476742,,0.3146736488918399
SHASTA,2018,106454012,NORTHERN CA REHAB,REDDING,1083.0,26644.0,,39275100.0,39418606.0,34018590.0,162727.0,14104141.0,14266868.0,0.13699155165456636,31411.440443213298,1276.7823900315268,,0.3632547848382308
SHASTA,2018,106454013,PATIENTS' HOSPITAL OF REDDING,REDDING,,306.0,,5426227.0,5474814.0,5989711.0,,63665.0,63665.0,-0.09404830922109865,,19574.218954248365,,0.011732830196746284
SHASTA,2018,106454068,RESTPADD INCORPORATED,REDDING,0.0,4813.0,,4300660.0,4327210.0,4231707.0,,,0.0,0.022070340935614403,,879.2243922709329,,0.0
SISKIYOU,2018,106474007,FAIRCHILD MEDICAL CENTER,YREKA,,4597.0,12388.0,80097189.0,80861187.0,79084936.0,3621695.0,12997232.0,16618927.0,0.02196666986844999,,17203.597128562105,,0.20748452233448542
SOLANO,2018,106480989,KAISER FOUNDATION HOSPITALS - VALLEJO,VALLEJO,1561.0,48727.0,57066.0,,,,,,0.0,,,,36.55733504163997,
SOLANO,2018,106481015,CALIFORNIA SPECIALTY HOSPITAL,VALLEJO,,19304.0,,25621087.0,25713825.0,25148003.0,5342058.0,,5342058.0,0.022004583137670106,,1302.735339825943,,0.20850239492180797
SOLANO,2018,106481094,SUTTER SOLANO MEDICAL CENTER,VALLEJO,956.0,17332.0,31763.0,139140737.0,139783036.0,159595368.0,10498749.0,37037691.0,47536440.0,-0.14173631197994582,166940.76150627615,9208.13339487653,33.22489539748954,0.3416428648067316
SOLANO,2018,106481357,NORTHBAY HOSPITAL GROUP,FAIRFIELD,,44031.0,70159.0,584734823.0,591798585.0,562917860.0,27774562.0,132893311.0,160667873.0,0.04880161212281371,,12784.580409257114,,0.2747704885706798
SOLANO,2018,106484044,KAISER FOUNDATION HOSPITALS - VACAVILLE,VACAVILLE,1170.0,22398.0,46204.0,,,,,,0.0,,,,39.49059829059829,
SOLANO,2018,106484062,"CRESTWOOD BEHAVIORAL HEALTH, INC.",VALLEJO,0.0,4525.0,,3975465.0,5123219.0,5045598.0,,,0.0,0.0151508260724361,,1115.0492817679558,,0.0
SONOMA,2018,106490964,NORTHERN SONOMA COUNTY HOSPITAL DISTRICT,HEALDSBURG,,8400.0,9677.0,50164166.0,50925071.0,54224364.0,2346595.0,16570697.0,18917292.0,-0.06478720471494286,,6455.2814285714285,,0.3771076748290802
SONOMA,2018,106491001,SRM ALLIANCE HOSPITAL SERVICES,PETALUMA,,10428.0,17069.0,104533289.0,107011012.0,101392103.0,10330744.0,12987810.0,23318554.0,0.05250776434111286,,9723.063195243574,,0.22307299639256545
SONOMA,2018,106491064,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,915.0,72027.0,38014.0,537988053.0,550738010.0,493083573.0,33203249.0,72079159.0,105282408.0,0.10468577790735743,538889.1508196722,6845.815777416802,41.54535519125683,0.1956965538786788
SONOMA,2018,106494019,KAISER FOUNDATION HOSPITALS - SANTA ROSA,SANTA ROSA,1116.0,32128.0,56782.0,,,,,,0.0,,,,50.87992831541219,
SONOMA,2018,106494048,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",SANTA ROSA,2770.0,26408.0,,35448012.0,35455344.0,35173126.0,9843032.0,58075.0,9901107.0,0.007959815592255995,12697.879422382672,1331.9117691608603,,0.2793134633332893
SONOMA,2018,106494106,SUTTER WEST BAY HOSPTIALS,SANTA ROSA,945.0,25520.0,31721.0,280757800.0,282469000.0,275830827.0,17732177.0,54763231.0,72495408.0,0.023500536342041075,291884.473015873,10808.417985893417,33.56719576719577,0.25821333547990477
STANISLAUS,2018,106500852,"DOCTORS MEDICAL CENTER OF MODESTO, INC.",MODESTO,,133083.0,90757.0,769993414.0,771829848.0,646536855.0,198376892.0,153255745.0,351632637.0,0.16233240179123004,,4858.147584590068,,0.4566696683460204
STANISLAUS,2018,106500867,"DOCTORS MEDICAL CENTER OF MODESTO, INC.",TURLOCK,,33667.0,60383.0,283116314.0,284700584.0,239184465.0,49224091.0,44897865.0,94121956.0,0.1598736411443399,,7104.418718626548,,0.3324497789272574
STANISLAUS,2018,106500939,MEMORIAL MEDICAL CENTER - MODESTO,MODESTO,4685.0,75608.0,66692.0,611036988.0,621712844.0,571489355.0,41929561.0,86326226.0,128255787.0,0.08078245364350234,121982.78655282817,7558.583152576447,14.23521878335112,0.20989856509308402
STANISLAUS,2018,106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,MODESTO,,27791.0,,50477875.0,50641651.0,42255882.0,3570007.0,,3570007.0,0.16559035565408403,,1520.487999712137,,0.07072419352042851
STANISLAUS,2018,106500967,OAK VALLEY DISTRICT HOSPITAL,OAKDALE,10.0,36309.0,23444.0,77504144.0,78368226.0,70135534.0,20982508.0,17742967.0,38725475.0,0.10505140182706191,7013553.4,1931.6294582610371,2344.4,0.4996568312527908
STANISLAUS,2018,106504038,"STANISLAUS SURGICAL HOSPITAL, LLC",MODESTO,,889.0,,34694709.0,36405038.0,30516923.0,95249.0,4227765.0,4323014.0,0.1617390153527652,,34327.247469066366,,0.12460153506403526
STANISLAUS,2018,106504079,ENCOMPASS HEALTH MODESTO,MODESTO,,12095.0,,19799193.0,19843268.0,18564060.0,1210395.0,2343356.0,3553751.0,0.06446559105082893,,1534.8540719305497,,0.17948968930198317
STANISLAUS,2018,106504081,STANISLAUS PHF,CERES,,4698.0,,5157769.0,5157769.0,5171873.0,,,0.0,-0.002734515640386376,,1100.8669646658152,,0.0
SUTTER,2018,106514001,SUTTER-YUBA PHF,YUBA CITY,0.0,3916.0,,4450730.0,4450730.0,4426830.0,,,0.0,0.005369905610989658,,1130.446884576098,,0.0
SUTTER,2018,106514030,TWIN CITIES SURGICAL HOSPITAL LLC,YUBA CITY,,1162.0,,25948079.0,35532238.0,48147968.0,109278.0,2260041.0,2369319.0,-0.35505025042329164,,41435.42857142857,,0.09130999639703578
SUTTER,2018,106514033,NORTH VALLEY BEHAVIORAL HEALTH,YUBA CITY,,5680.0,,5087250.0,5087250.0,5199550.0,,,0.0,-0.022074794830212786,,915.4137323943662,,0.0
TEHAMA,2018,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,RED BLUFF,,8843.0,30185.0,108073694.0,109156990.0,98056206.0,17542497.0,17198456.0,34740953.0,0.10169558541326579,,11088.567906818953,,0.32145614454522115
TEHAMA,2018,106524017,RESTPAADD HEALTH CORP,RED BLUFF,0.0,4665.0,,4670460.0,4670460.0,4429516.0,,,0.0,0.051588922718533076,,949.5211146838157,,0.0
TRINITY,2018,106531059,TRINITY GENERAL HOSPITAL,WEAVERVILLE,84.0,5780.0,4331.0,18001455.0,18466764.0,17289231.0,1653852.0,6330882.0,7984734.0,0.06376498881991452,205824.17857142858,2991.216435986159,51.55952380952381,0.443560478861292
TULARE,2018,106540734,KAWEAH DELTA HEALTH CARE DISTRICT,VISALIA,13268.0,153862.0,152106.0,606403722.0,668435413.0,635535323.0,87028836.0,119944108.0,206972944.0,0.049219549653034315,47899.85853180585,4130.554152422301,11.464124208622248,0.3413121267088793
TULARE,2018,106540798,SIERRA VIEW HEALTHCARE DISTRICT,PORTERVILLE,568.0,33995.0,35393.0,138327666.0,143109025.0,147820137.0,23606721.0,32469243.0,56075964.0,-0.03291974073612758,260246.72007042254,4348.2905427268715,62.311619718309856,0.40538502254494774
TULARE,2018,106540816,TULARE LOCAL HEALTHCARE DISTRICT,TULARE,,1346.0,9098.0,7810251.0,7815637.0,22348603.0,91208.0,3019496.0,3110704.0,-1.8594730026484085,,16603.716939078753,,0.3982847670324552
TULARE,2018,106541123,PORTERVILLE DEVELOPMENTAL CENTER,PORTERVILLE,,101142.0,,184866205.0,184866205.0,185416782.0,,,0.0,-0.0029782458075557944,,1833.2323070534496,,0.0
TUOLUMNE,2018,106554011,SONORA COMMUNITY HOSPITAL,SONORA,,39689.0,33533.0,258268331.0,266075086.0,247246219.0,29489670.0,27514950.0,57004620.0,0.07076523880180198,,6229.59054145985,,0.2207185827982913
