Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc,count,population,obs_rate,risk_adj_rate,outcome_rate,county_upper,fips5
2018,San Joaquin,14,Uncontrolled Diabetes,,,,,205.0,548488.0,37.4,38.5,,,205.0,548488.0,37.4,38.5,38.5,SAN JOAQUIN,06077
2019,San Joaquin,14,Uncontrolled Diabetes,,,,,204.0,557068.0,36.6,37.5,,,204.0,557068.0,36.6,37.5,37.5,SAN JOAQUIN,06077
2020,San Joaquin,14,Uncontrolled Diabetes,,,,,155.0,572510.0,27.1,27.8,,,155.0,572510.0,27.1,27.8,27.8,SAN JOAQUIN,06077
2021,San Joaquin,14,Uncontrolled Diabetes,,,,,179.0,580225.0,30.9,31.6,,,179.0,580225.0,30.9,31.6,31.6,SAN JOAQUIN,06077
2022,San Joaquin,14,Uncontrolled Diabetes,,,,,190.0,586031.0,32.4,33.0,,,190.0,586031.0,32.4,33.0,33.0,SAN JOAQUIN,06077
2023,San Joaquin,14,Uncontrolled Diabetes,,,,,166.0,593491.0,28.0,30.2,,,166.0,593491.0,28.0,30.2,30.2,SAN JOAQUIN,06077
2024,San Joaquin,14,Uncontrolled Diabetes,,,,,166.0,609323.0,27.2,24.9,,,166.0,609323.0,27.2,24.9,24.9,SAN JOAQUIN,06077
2005,San Luis Obispo,14,Uncontrolled Diabetes,7.0,203693.0,3.4,3.5,,,,,,,7.0,203693.0,3.4,3.5,3.5,SAN LUIS OBISPO,06079
2006,San Luis Obispo,14,Uncontrolled Diabetes,12.0,205958.0,5.8,5.9,,,,,,,12.0,205958.0,5.8,5.9,5.9,SAN LUIS OBISPO,06079
2007,San Luis Obispo,14,Uncontrolled Diabetes,20.0,208250.0,9.6,9.6,,,,,,,20.0,208250.0,9.6,9.6,9.6,SAN LUIS OBISPO,06079
2008,San Luis Obispo,14,Uncontrolled Diabetes,16.0,211458.0,7.6,7.6,,,,,,,16.0,211458.0,7.6,7.6,7.6,SAN LUIS OBISPO,06079
2009,San Luis Obispo,14,Uncontrolled Diabetes,13.0,213363.0,6.1,6.1,,,,,,,13.0,213363.0,6.1,6.1,6.1,SAN LUIS OBISPO,06079
2010,San Luis Obispo,14,Uncontrolled Diabetes,18.0,215558.0,8.4,8.3,,,,,,,18.0,215558.0,8.4,8.3,8.3,SAN LUIS OBISPO,06079
2011,San Luis Obispo,14,Uncontrolled Diabetes,21.0,216909.0,9.7,9.6,,,,,,,21.0,216909.0,9.7,9.6,9.6,SAN LUIS OBISPO,06079
2012,San Luis Obispo,14,Uncontrolled Diabetes,10.0,212867.0,4.7,4.6,,,,,,,10.0,212867.0,4.7,4.6,4.6,SAN LUIS OBISPO,06079
2013,San Luis Obispo,14,Uncontrolled Diabetes,7.0,214971.0,3.3,3.1,,,,,,,7.0,214971.0,3.3,3.1,3.1,SAN LUIS OBISPO,06079
2014,San Luis Obispo,14,Uncontrolled Diabetes,5.0,220837.0,2.3,2.2,,,,,,,5.0,220837.0,2.3,2.2,2.2,SAN LUIS OBISPO,06079
2015,San Luis Obispo,14,Uncontrolled Diabetes,7.0,162048.0,4.3,4.1,,,,,,,7.0,162048.0,4.3,4.1,4.1,SAN LUIS OBISPO,06079
2016,San Luis Obispo,14,Uncontrolled Diabetes,,,,,38.0,231170.0,16.4,20.2,,,38.0,231170.0,16.4,20.2,20.2,SAN LUIS OBISPO,06079
2017,San Luis Obispo,14,Uncontrolled Diabetes,,,,,34.0,232214.0,14.6,17.8,,,34.0,232214.0,14.6,17.8,17.8,SAN LUIS OBISPO,06079
2018,San Luis Obispo,14,Uncontrolled Diabetes,,,,,34.0,233392.0,14.6,17.6,,,34.0,233392.0,14.6,17.6,17.6,SAN LUIS OBISPO,06079
2019,San Luis Obispo,14,Uncontrolled Diabetes,,,,,32.0,233238.0,13.7,16.4,,,32.0,233238.0,13.7,16.4,16.4,SAN LUIS OBISPO,06079
2020,San Luis Obispo,14,Uncontrolled Diabetes,,,,,27.0,232664.0,11.6,13.8,,,27.0,232664.0,11.6,13.8,13.8,SAN LUIS OBISPO,06079
2021,San Luis Obispo,14,Uncontrolled Diabetes,,,,,35.0,230595.0,15.2,17.8,,,35.0,230595.0,15.2,17.8,17.8,SAN LUIS OBISPO,06079
2022,San Luis Obispo,14,Uncontrolled Diabetes,,,,,37.0,234072.0,15.8,18.5,,,37.0,234072.0,15.8,18.5,18.5,SAN LUIS OBISPO,06079
2023,San Luis Obispo,14,Uncontrolled Diabetes,,,,,46.0,233172.0,19.7,17.6,,,46.0,233172.0,19.7,17.6,17.6,SAN LUIS OBISPO,06079
2024,San Luis Obispo,14,Uncontrolled Diabetes,,,,,39.0,233591.0,16.7,17.3,,,39.0,233591.0,16.7,17.3,17.3,SAN LUIS OBISPO,06079
2005,San Mateo,14,Uncontrolled Diabetes,23.0,535835.0,4.3,4.3,,,,,,,23.0,535835.0,4.3,4.3,4.3,SAN MATEO,06081
2006,San Mateo,14,Uncontrolled Diabetes,27.0,536688.0,5.0,5.1,,,,,,,27.0,536688.0,5.0,5.1,5.1,SAN MATEO,06081
2007,San Mateo,14,Uncontrolled Diabetes,27.0,540450.0,5.0,5.0,,,,,,,27.0,540450.0,5.0,5.0,5.0,SAN MATEO,06081
2008,San Mateo,14,Uncontrolled Diabetes,15.0,548332.0,2.7,2.7,,,,,,,15.0,548332.0,2.7,2.7,2.7,SAN MATEO,06081
2009,San Mateo,14,Uncontrolled Diabetes,35.0,556343.0,6.3,6.3,,,,,,,35.0,556343.0,6.3,6.3,6.3,SAN MATEO,06081
2010,San Mateo,14,Uncontrolled Diabetes,35.0,561671.0,6.2,6.2,,,,,,,35.0,561671.0,6.2,6.2,6.2,SAN MATEO,06081
2011,San Mateo,14,Uncontrolled Diabetes,32.0,567914.0,5.6,5.6,,,,,,,32.0,567914.0,5.6,5.6,5.6,SAN MATEO,06081
2012,San Mateo,14,Uncontrolled Diabetes,22.0,563760.0,3.9,3.8,,,,,,,22.0,563760.0,3.9,3.8,3.8,SAN MATEO,06081
2013,San Mateo,14,Uncontrolled Diabetes,20.0,572187.0,3.5,3.4,,,,,,,20.0,572187.0,3.5,3.4,3.4,SAN MATEO,06081
2014,San Mateo,14,Uncontrolled Diabetes,9.0,567038.0,1.6,1.5,,,,,,,9.0,567038.0,1.6,1.5,1.5,SAN MATEO,06081
2015,San Mateo,14,Uncontrolled Diabetes,9.0,438734.0,2.1,2.0,,,,,,,9.0,438734.0,2.1,2.0,2.0,SAN MATEO,06081
2016,San Mateo,14,Uncontrolled Diabetes,,,,,98.0,606370.0,16.2,26.5,,,98.0,606370.0,16.2,26.5,26.5,SAN MATEO,06081
2017,San Mateo,14,Uncontrolled Diabetes,,,,,93.0,609125.0,15.3,24.9,,,93.0,609125.0,15.3,24.9,24.9,SAN MATEO,06081
2018,San Mateo,14,Uncontrolled Diabetes,,,,,97.0,611107.0,15.9,25.7,,,97.0,611107.0,15.9,25.7,25.7,SAN MATEO,06081
2019,San Mateo,14,Uncontrolled Diabetes,,,,,87.0,610464.0,14.3,22.9,,,87.0,610464.0,14.3,22.9,22.9,SAN MATEO,06081
2020,San Mateo,14,Uncontrolled Diabetes,,,,,78.0,610380.0,12.8,20.5,,,78.0,610380.0,12.8,20.5,20.5,SAN MATEO,06081
2021,San Mateo,14,Uncontrolled Diabetes,,,,,89.0,594122.0,15.0,23.5,,,89.0,594122.0,15.0,23.5,23.5,SAN MATEO,06081
2022,San Mateo,14,Uncontrolled Diabetes,,,,,106.0,588683.0,18.0,27.8,,,106.0,588683.0,18.0,27.8,27.8,SAN MATEO,06081
2023,San Mateo,14,Uncontrolled Diabetes,,,,,107.0,587135.0,18.2,24.3,,,107.0,587135.0,18.2,24.3,24.3,SAN MATEO,06081
2024,San Mateo,14,Uncontrolled Diabetes,,,,,91.0,602707.0,15.1,20.2,,,91.0,602707.0,15.1,20.2,20.2,SAN MATEO,06081
2005,Santa Barbara,14,Uncontrolled Diabetes,17.0,306606.0,5.5,5.9,,,,,,,17.0,306606.0,5.5,5.9,5.9,SANTA BARBARA,06083
2006,Santa Barbara,14,Uncontrolled Diabetes,13.0,307420.0,4.2,4.5,,,,,,,13.0,307420.0,4.2,4.5,4.5,SANTA BARBARA,06083
2007,Santa Barbara,14,Uncontrolled Diabetes,17.0,310281.0,5.5,5.8,,,,,,,17.0,310281.0,5.5,5.8,5.8,SANTA BARBARA,06083
2008,Santa Barbara,14,Uncontrolled Diabetes,11.0,314006.0,3.5,3.7,,,,,,,11.0,314006.0,3.5,3.7,3.7,SANTA BARBARA,06083
2009,Santa Barbara,14,Uncontrolled Diabetes,14.0,317734.0,4.4,4.7,,,,,,,14.0,317734.0,4.4,4.7,4.7,SANTA BARBARA,06083
2010,Santa Barbara,14,Uncontrolled Diabetes,15.0,321346.0,4.7,4.9,,,,,,,15.0,321346.0,4.7,4.9,4.9,SANTA BARBARA,06083
2011,Santa Barbara,14,Uncontrolled Diabetes,10.0,323344.0,3.1,3.3,,,,,,,10.0,323344.0,3.1,3.3,3.3,SANTA BARBARA,06083
2012,Santa Barbara,14,Uncontrolled Diabetes,12.0,314909.0,3.8,3.9,,,,,,,12.0,314909.0,3.8,3.9,3.9,SANTA BARBARA,06083
2013,Santa Barbara,14,Uncontrolled Diabetes,15.0,319459.0,4.7,4.8,,,,,,,15.0,319459.0,4.7,4.8,4.8,SANTA BARBARA,06083
2014,Santa Barbara,14,Uncontrolled Diabetes,11.0,324453.0,3.4,3.5,,,,,,,11.0,324453.0,3.4,3.5,3.5,SANTA BARBARA,06083
2015,Santa Barbara,14,Uncontrolled Diabetes,10.0,241070.0,4.1,4.2,,,,,,,10.0,241070.0,4.1,4.2,4.2,SANTA BARBARA,06083
2016,Santa Barbara,14,Uncontrolled Diabetes,,,,,73.0,344335.0,21.2,29.2,,,73.0,344335.0,21.2,29.2,29.2,SANTA BARBARA,06083
2017,Santa Barbara,14,Uncontrolled Diabetes,,,,,57.0,345601.0,16.5,22.6,,,57.0,345601.0,16.5,22.6,22.6,SANTA BARBARA,06083
2018,Santa Barbara,14,Uncontrolled Diabetes,,,,,65.0,346132.0,18.8,25.5,,,65.0,346132.0,18.8,25.5,25.5,SANTA BARBARA,06083
2019,Santa Barbara,14,Uncontrolled Diabetes,,,,,67.0,346808.0,19.3,26.0,,,67.0,346808.0,19.3,26.0,26.0,SANTA BARBARA,06083
2020,Santa Barbara,14,Uncontrolled Diabetes,,,,,51.0,349310.0,14.6,19.6,,,51.0,349310.0,14.6,19.6,19.6,SANTA BARBARA,06083
2021,Santa Barbara,14,Uncontrolled Diabetes,,,,,57.0,339478.0,16.8,21.9,,,57.0,339478.0,16.8,21.9,21.9,SANTA BARBARA,06083
2022,Santa Barbara,14,Uncontrolled Diabetes,,,,,59.0,346432.0,17.0,22.5,,,59.0,346432.0,17.0,22.5,22.5,SANTA BARBARA,06083
2023,Santa Barbara,14,Uncontrolled Diabetes,,,,,64.0,343138.0,18.7,15.9,,,64.0,343138.0,18.7,15.9,15.9,SANTA BARBARA,06083
2024,Santa Barbara,14,Uncontrolled Diabetes,,,,,85.0,345929.0,24.6,23.6,,,85.0,345929.0,24.6,23.6,23.6,SANTA BARBARA,06083
2005,Santa Clara,14,Uncontrolled Diabetes,44.0,1267009.0,3.5,3.7,,,,,,,44.0,1267009.0,3.5,3.7,3.7,SANTA CLARA,06085
2006,Santa Clara,14,Uncontrolled Diabetes,46.0,1280352.0,3.6,3.9,,,,,,,46.0,1280352.0,3.6,3.9,3.9,SANTA CLARA,06085
2007,Santa Clara,14,Uncontrolled Diabetes,46.0,1297418.0,3.5,3.8,,,,,,,46.0,1297418.0,3.5,3.8,3.8,SANTA CLARA,06085
2008,Santa Clara,14,Uncontrolled Diabetes,58.0,1319407.0,4.4,4.7,,,,,,,58.0,1319407.0,4.4,4.7,4.7,SANTA CLARA,06085
2009,Santa Clara,14,Uncontrolled Diabetes,41.0,1339490.0,3.1,3.2,,,,,,,41.0,1339490.0,3.1,3.2,3.2,SANTA CLARA,06085
2010,Santa Clara,14,Uncontrolled Diabetes,39.0,1357407.0,2.9,3.0,,,,,,,39.0,1357407.0,2.9,3.0,3.0,SANTA CLARA,06085
2011,Santa Clara,14,Uncontrolled Diabetes,49.0,1377352.0,3.6,3.7,,,,,,,49.0,1377352.0,3.6,3.7,3.7,SANTA CLARA,06085
2012,Santa Clara,14,Uncontrolled Diabetes,40.0,1358776.0,2.9,3.0,,,,,,,40.0,1358776.0,2.9,3.0,3.0,SANTA CLARA,06085
2013,Santa Clara,14,Uncontrolled Diabetes,44.0,1383328.0,3.2,3.2,,,,,,,44.0,1383328.0,3.2,3.2,3.2,SANTA CLARA,06085
2014,Santa Clara,14,Uncontrolled Diabetes,39.0,1385342.0,2.8,2.9,,,,,,,39.0,1385342.0,2.8,2.9,2.9,SANTA CLARA,06085
2015,Santa Clara,14,Uncontrolled Diabetes,34.0,1063381.0,3.2,3.2,,,,,,,34.0,1063381.0,3.2,3.2,3.2,SANTA CLARA,06085
2016,Santa Clara,14,Uncontrolled Diabetes,,,,,344.0,1493296.0,23.0,40.6,,,344.0,1493296.0,23.0,40.6,40.6,SANTA CLARA,06085
2017,Santa Clara,14,Uncontrolled Diabetes,,,,,377.0,1501944.0,25.1,43.9,,,377.0,1501944.0,25.1,43.9,43.9,SANTA CLARA,06085
2018,Santa Clara,14,Uncontrolled Diabetes,,,,,325.0,1508214.0,21.5,37.4,,,325.0,1508214.0,21.5,37.4,37.4,SANTA CLARA,06085
2019,Santa Clara,14,Uncontrolled Diabetes,,,,,323.0,1507624.0,21.4,36.9,,,323.0,1507624.0,21.4,36.9,36.9,SANTA CLARA,06085
2020,Santa Clara,14,Uncontrolled Diabetes,,,,,300.0,1520713.0,19.7,34.0,,,300.0,1520713.0,19.7,34.0,34.0,SANTA CLARA,06085
2021,Santa Clara,14,Uncontrolled Diabetes,,,,,331.0,1493505.0,22.2,37.5,,,331.0,1493505.0,22.2,37.5,37.5,SANTA CLARA,06085
2022,Santa Clara,14,Uncontrolled Diabetes,,,,,324.0,1490785.0,21.7,36.5,,,324.0,1490785.0,21.7,36.5,36.5,SANTA CLARA,06085
2023,Santa Clara,14,Uncontrolled Diabetes,,,,,347.0,1503217.0,23.1,33.7,,,347.0,1503217.0,23.1,33.7,33.7,SANTA CLARA,06085
2024,Santa Clara,14,Uncontrolled Diabetes,,,,,370.0,1552491.0,23.8,36.4,,,370.0,1552491.0,23.8,36.4,36.4,SANTA CLARA,06085
2005,Santa Cruz,14,Uncontrolled Diabetes,12.0,193146.0,6.2,6.6,,,,,,,12.0,193146.0,6.2,6.6,6.6,SANTA CRUZ,06087
2006,Santa Cruz,14,Uncontrolled Diabetes,15.0,193902.0,7.7,8.2,,,,,,,15.0,193902.0,7.7,8.2,8.2,SANTA CRUZ,06087
2007,Santa Cruz,14,Uncontrolled Diabetes,15.0,195548.0,7.7,8.1,,,,,,,15.0,195548.0,7.7,8.1,8.1,SANTA CRUZ,06087
2008,Santa Cruz,14,Uncontrolled Diabetes,21.0,198374.0,10.6,11.1,,,,,,,21.0,198374.0,10.6,11.1,11.1,SANTA CRUZ,06087
2009,Santa Cruz,14,Uncontrolled Diabetes,8.0,201450.0,4.0,4.2,,,,,,,8.0,201450.0,4.0,4.2,4.2,SANTA CRUZ,06087
2010,Santa Cruz,14,Uncontrolled Diabetes,11.0,204227.0,5.4,5.6,,,,,,,11.0,204227.0,5.4,5.6,5.6,SANTA CRUZ,06087
2011,Santa Cruz,14,Uncontrolled Diabetes,14.0,205429.0,6.8,7.1,,,,,,,14.0,205429.0,6.8,7.1,7.1,SANTA CRUZ,06087
2012,Santa Cruz,14,Uncontrolled Diabetes,13.0,200670.0,6.5,6.6,,,,,,,13.0,200670.0,6.5,6.6,6.6,SANTA CRUZ,06087
2013,Santa Cruz,14,Uncontrolled Diabetes,7.0,203323.0,3.4,3.5,,,,,,,7.0,203323.0,3.4,3.5,3.5,SANTA CRUZ,06087
2014,Santa Cruz,14,Uncontrolled Diabetes,7.0,204815.0,3.4,3.5,,,,,,,7.0,204815.0,3.4,3.5,3.5,SANTA CRUZ,06087
2015,Santa Cruz,14,Uncontrolled Diabetes,5.0,153534.0,3.3,3.2,,,,,,,5.0,153534.0,3.3,3.2,3.2,SANTA CRUZ,06087
2016,Santa Cruz,14,Uncontrolled Diabetes,,,,,54.0,220533.0,24.5,32.8,,,54.0,220533.0,24.5,32.8,32.8,SANTA CRUZ,06087
2017,Santa Cruz,14,Uncontrolled Diabetes,,,,,52.0,221467.0,23.5,31.1,,,52.0,221467.0,23.5,31.1,31.1,SANTA CRUZ,06087
2018,Santa Cruz,14,Uncontrolled Diabetes,,,,,38.0,221191.0,17.2,22.4,,,38.0,221191.0,17.2,22.4,22.4,SANTA CRUZ,06087
2019,Santa Cruz,14,Uncontrolled Diabetes,,,,,52.0,221177.0,23.5,30.3,,,52.0,221177.0,23.5,30.3,30.3,SANTA CRUZ,06087
2020,Santa Cruz,14,Uncontrolled Diabetes,,,,,37.0,219748.0,16.8,21.5,,,37.0,219748.0,16.8,21.5,21.5,SANTA CRUZ,06087
2021,Santa Cruz,14,Uncontrolled Diabetes,,,,,39.0,211376.0,18.5,22.6,,,39.0,211376.0,18.5,22.6,22.6,SANTA CRUZ,06087
2022,Santa Cruz,14,Uncontrolled Diabetes,,,,,36.0,216642.0,16.6,20.6,,,36.0,216642.0,16.6,20.6,20.6,SANTA CRUZ,06087
2023,Santa Cruz,14,Uncontrolled Diabetes,,,,,50.0,214446.0,23.3,29.3,,,50.0,214446.0,23.3,29.3,29.3,SANTA CRUZ,06087
2024,Santa Cruz,14,Uncontrolled Diabetes,,,,,58.0,216210.0,26.8,22.2,,,58.0,216210.0,26.8,22.2,22.2,SANTA CRUZ,06087
2005,Shasta,14,Uncontrolled Diabetes,24.0,133597.0,18.0,17.2,,,,,,,24.0,133597.0,18.0,17.2,17.2,SHASTA,06089
2006,Shasta,14,Uncontrolled Diabetes,14.0,134702.0,10.4,9.9,,,,,,,14.0,134702.0,10.4,9.9,9.9,SHASTA,06089
2007,Shasta,14,Uncontrolled Diabetes,18.0,135409.0,13.3,12.6,,,,,,,18.0,135409.0,13.3,12.6,12.6,SHASTA,06089
2008,Shasta,14,Uncontrolled Diabetes,18.0,136355.0,13.2,12.5,,,,,,,18.0,136355.0,13.2,12.5,12.5,SHASTA,06089
2009,Shasta,14,Uncontrolled Diabetes,13.0,137066.0,9.5,8.9,,,,,,,13.0,137066.0,9.5,8.9,8.9,SHASTA,06089
2010,Shasta,14,Uncontrolled Diabetes,15.0,137755.0,10.9,10.2,,,,,,,15.0,137755.0,10.9,10.2,10.2,SHASTA,06089
2011,Shasta,14,Uncontrolled Diabetes,15.0,138865.0,10.8,10.1,,,,,,,15.0,138865.0,10.8,10.1,10.1,SHASTA,06089
2012,Shasta,14,Uncontrolled Diabetes,21.0,137373.0,15.3,14.1,,,,,,,21.0,137373.0,15.3,14.1,14.1,SHASTA,06089
2013,Shasta,14,Uncontrolled Diabetes,5.0,138135.0,3.6,3.3,,,,,,,5.0,138135.0,3.6,3.3,3.3,SHASTA,06089
2014,Shasta,14,Uncontrolled Diabetes,9.0,142262.0,6.3,5.8,,,,,,,9.0,142262.0,6.3,5.8,5.8,SHASTA,06089
2015,Shasta,14,Uncontrolled Diabetes,0.0,104057.0,0.0,0.0,,,,,,,0.0,104057.0,0.0,0.0,0.0,SHASTA,06089
2016,Shasta,14,Uncontrolled Diabetes,,,,,46.0,139962.0,32.9,28.3,,,46.0,139962.0,32.9,28.3,28.3,SHASTA,06089
2017,Shasta,14,Uncontrolled Diabetes,,,,,56.0,140641.0,39.8,34.2,,,56.0,140641.0,39.8,34.2,34.2,SHASTA,06089
2018,Shasta,14,Uncontrolled Diabetes,,,,,45.0,141047.0,31.9,27.2,,,45.0,141047.0,31.9,27.2,27.2,SHASTA,06089
2019,Shasta,14,Uncontrolled Diabetes,,,,,28.0,140906.0,19.9,16.9,,,28.0,140906.0,19.9,16.9,16.9,SHASTA,06089
2020,Shasta,14,Uncontrolled Diabetes,,,,,38.0,142704.0,26.6,22.6,,,38.0,142704.0,26.6,22.6,22.6,SHASTA,06089
2021,Shasta,14,Uncontrolled Diabetes,,,,,43.0,142767.0,30.1,25.6,,,43.0,142767.0,30.1,25.6,25.6,SHASTA,06089
2022,Shasta,14,Uncontrolled Diabetes,,,,,45.0,142098.0,31.7,26.7,,,45.0,142098.0,31.7,26.7,26.7,SHASTA,06089
2023,Shasta,14,Uncontrolled Diabetes,,,,,30.0,141552.0,21.2,17.1,,,30.0,141552.0,21.2,17.1,17.1,SHASTA,06089
2024,Shasta,14,Uncontrolled Diabetes,,,,,55.0,142665.0,38.6,31.9,,,55.0,142665.0,38.6,31.9,31.9,SHASTA,06089
2005,Sierra,14,Uncontrolled Diabetes,0.0,2724.0,0.0,0.0,,,,,,,0.0,2724.0,0.0,0.0,0.0,SIERRA,06091
2006,Sierra,14,Uncontrolled Diabetes,0.0,2774.0,0.0,0.0,,,,,,,0.0,2774.0,0.0,0.0,0.0,SIERRA,06091
2007,Sierra,14,Uncontrolled Diabetes,1.0,2756.0,36.3,31.4,,,,,,,1.0,2756.0,36.3,31.4,31.4,SIERRA,06091
2008,Sierra,14,Uncontrolled Diabetes,0.0,2742.0,0.0,0.0,,,,,,,0.0,2742.0,0.0,0.0,0.0,SIERRA,06091
2009,Sierra,14,Uncontrolled Diabetes,0.0,2687.0,0.0,0.0,,,,,,,0.0,2687.0,0.0,0.0,0.0,SIERRA,06091
2010,Sierra,14,Uncontrolled Diabetes,0.0,2692.0,0.0,0.0,,,,,,,0.0,2692.0,0.0,0.0,0.0,SIERRA,06091
2011,Sierra,14,Uncontrolled Diabetes,1.0,2613.0,38.3,32.1,,,,,,,1.0,2613.0,38.3,32.1,32.1,SIERRA,06091
2012,Sierra,14,Uncontrolled Diabetes,1.0,4609.0,21.7,27.2,,,,,,,1.0,4609.0,21.7,27.2,27.2,SIERRA,06091
2013,Sierra,14,Uncontrolled Diabetes,0.0,4566.0,0.0,0.0,,,,,,,0.0,4566.0,0.0,0.0,0.0,SIERRA,06091
2014,Sierra,14,Uncontrolled Diabetes,0.0,3692.0,0.0,0.0,,,,,,,0.0,3692.0,0.0,0.0,0.0,SIERRA,06091
2015,Sierra,14,Uncontrolled Diabetes,0.0,4137.0,0.0,0.0,,,,,,,0.0,4137.0,0.0,0.0,0.0,SIERRA,06091
2016,Sierra,14,Uncontrolled Diabetes,,,,,1.0,2485.0,40.2,38.2,,,1.0,2485.0,40.2,38.2,38.2,SIERRA,06091
2017,Sierra,14,Uncontrolled Diabetes,,,,,0.0,2518.0,0.0,0.0,,,0.0,2518.0,0.0,0.0,0.0,SIERRA,06091
2018,Sierra,14,Uncontrolled Diabetes,,,,,2.0,2471.0,80.9,75.7,,,2.0,2471.0,80.9,75.7,75.7,SIERRA,06091
2019,Sierra,14,Uncontrolled Diabetes,,,,,0.0,2459.0,0.0,0.0,,,0.0,2459.0,0.0,0.0,0.0,SIERRA,06091
2020,Sierra,14,Uncontrolled Diabetes,,,,,0.0,2680.0,0.0,0.0,,,0.0,2680.0,0.0,0.0,0.0,SIERRA,06091
2021,Sierra,14,Uncontrolled Diabetes,,,,,0.0,2736.0,0.0,0.0,,,0.0,2736.0,0.0,0.0,0.0,SIERRA,06091
2022,Sierra,14,Uncontrolled Diabetes,,,,,0.0,2684.0,0.0,0.0,,,0.0,2684.0,0.0,0.0,0.0,SIERRA,06091
2023,Sierra,14,Uncontrolled Diabetes,,,,,0.0,2670.0,0.0,0.0,,,0.0,2670.0,0.0,0.0,0.0,SIERRA,06091
2024,Sierra,14,Uncontrolled Diabetes,,,,,0.0,2642.0,0.0,0.0,,,0.0,2642.0,0.0,0.0,0.0,SIERRA,06091
2005,Siskiyou,14,Uncontrolled Diabetes,1.0,35143.0,2.8,2.5,,,,,,,1.0,35143.0,2.8,2.5,2.5,SISKIYOU,06093
2006,Siskiyou,14,Uncontrolled Diabetes,2.0,35080.0,5.7,5.1,,,,,,,2.0,35080.0,5.7,5.1,5.1,SISKIYOU,06093
2007,Siskiyou,14,Uncontrolled Diabetes,3.0,35195.0,8.5,7.6,,,,,,,3.0,35195.0,8.5,7.6,7.6,SISKIYOU,06093
2008,Siskiyou,14,Uncontrolled Diabetes,1.0,35541.0,2.8,2.5,,,,,,,1.0,35541.0,2.8,2.5,2.5,SISKIYOU,06093
2009,Siskiyou,14,Uncontrolled Diabetes,0.0,35511.0,0.0,0.0,,,,,,,0.0,35511.0,0.0,0.0,0.0,SISKIYOU,06093
2010,Siskiyou,14,Uncontrolled Diabetes,2.0,35719.0,5.6,4.9,,,,,,,2.0,35719.0,5.6,4.9,4.9,SISKIYOU,06093
2011,Siskiyou,14,Uncontrolled Diabetes,3.0,35459.0,8.5,7.4,,,,,,,3.0,35459.0,8.5,7.4,7.4,SISKIYOU,06093
2012,Siskiyou,14,Uncontrolled Diabetes,0.0,36324.0,0.0,0.0,,,,,,,0.0,36324.0,0.0,0.0,0.0,SISKIYOU,06093
2013,Siskiyou,14,Uncontrolled Diabetes,2.0,36015.0,5.6,5.0,,,,,,,2.0,36015.0,5.6,5.0,5.0,SISKIYOU,06093
2014,Siskiyou,14,Uncontrolled Diabetes,2.0,36411.0,5.5,4.9,,,,,,,2.0,36411.0,5.5,4.9,4.9,SISKIYOU,06093
2015,Siskiyou,14,Uncontrolled Diabetes,0.0,27121.0,0.0,0.0,,,,,,,0.0,27121.0,0.0,0.0,0.0,SISKIYOU,06093
2016,Siskiyou,14,Uncontrolled Diabetes,,,,,12.0,34523.0,34.8,27.5,,,12.0,34523.0,34.8,27.5,27.5,SISKIYOU,06093
2017,Siskiyou,14,Uncontrolled Diabetes,,,,,6.0,34738.0,17.3,13.6,,,6.0,34738.0,17.3,13.6,13.6,SISKIYOU,06093
2018,Siskiyou,14,Uncontrolled Diabetes,,,,,6.0,34764.0,17.3,13.4,,,6.0,34764.0,17.3,13.4,13.4,SISKIYOU,06093
2019,Siskiyou,14,Uncontrolled Diabetes,,,,,7.0,34876.0,20.1,15.5,,,7.0,34876.0,20.1,15.5,15.5,SISKIYOU,06093
2020,Siskiyou,14,Uncontrolled Diabetes,,,,,7.0,35063.0,20.0,15.3,,,7.0,35063.0,20.0,15.3,15.3,SISKIYOU,06093
2021,Siskiyou,14,Uncontrolled Diabetes,,,,,5.0,35175.0,14.2,10.8,,,5.0,35175.0,14.2,10.8,10.8,SISKIYOU,06093
2022,Siskiyou,14,Uncontrolled Diabetes,,,,,6.0,34974.0,17.2,12.9,,,6.0,34974.0,17.2,12.9,12.9,SISKIYOU,06093
2023,Siskiyou,14,Uncontrolled Diabetes,,,,,7.0,34437.0,20.3,12.7,,,7.0,34437.0,20.3,12.7,12.7,SISKIYOU,06093
2024,Siskiyou,14,Uncontrolled Diabetes,,,,,5.0,34284.0,14.6,9.9,,,5.0,34284.0,14.6,9.9,9.9,SISKIYOU,06093
2005,Solano,14,Uncontrolled Diabetes,14.0,301678.0,4.6,4.9,,,,,,,14.0,301678.0,4.6,4.9,4.9,SOLANO,06095
2006,Solano,14,Uncontrolled Diabetes,24.0,303214.0,7.9,8.3,,,,,,,24.0,303214.0,7.9,8.3,8.3,SOLANO,06095
2007,Solano,14,Uncontrolled Diabetes,21.0,304287.0,6.9,7.2,,,,,,,21.0,304287.0,6.9,7.2,7.2,SOLANO,06095
2008,Solano,14,Uncontrolled Diabetes,20.0,306167.0,6.5,6.8,,,,,,,20.0,306167.0,6.5,6.8,6.8,SOLANO,06095
